mode,n_blocks,ell,lambda_bits,r,layer,records,record_count,dependency
BASIC,8,155,,0,5,CONFIRM_A|CONFIRM_B,2,each party local full recovery; confirmations independent
RELEASE,8,155,1,16,1,QRECV_ACK,1,quantum delivery/length check
RELEASE,8,155,1,16,2,DECOY_INFO,1,verified QRECV_ACK
RELEASE,8,155,1,16,3,DIALOGUE_B_QPASS,1,Bob local detection pass
RELEASE,8,155,1,16,4,DIALOGUE_A,1,Alice verified DIALOGUE_B_QPASS
RELEASE,8,155,1,16,5,COMMIT_SET_A|COMMIT_SET_B,2,both dialogue records available; commitments independent
RELEASE,8,155,1,16,6,OPEN_leader_1,1,previous block complete and local release guard
RELEASE,8,155,1,16,7,OPEN_follower_1,1,verified leader OPEN 1
RELEASE,8,155,1,16,8,OPEN_leader_2,1,previous block complete and local release guard
RELEASE,8,155,1,16,9,OPEN_follower_2,1,verified leader OPEN 2
RELEASE,8,155,1,16,10,OPEN_leader_3,1,previous block complete and local release guard
RELEASE,8,155,1,16,11,OPEN_follower_3,1,verified leader OPEN 3
RELEASE,8,155,1,16,12,OPEN_leader_4,1,previous block complete and local release guard
RELEASE,8,155,1,16,13,OPEN_follower_4,1,verified leader OPEN 4
RELEASE,8,155,1,16,14,OPEN_leader_5,1,previous block complete and local release guard
RELEASE,8,155,1,16,15,OPEN_follower_5,1,verified leader OPEN 5
RELEASE,8,155,1,16,16,OPEN_leader_6,1,previous block complete and local release guard
RELEASE,8,155,1,16,17,OPEN_follower_6,1,verified leader OPEN 6
RELEASE,8,155,1,16,18,OPEN_leader_7,1,previous block complete and local release guard
RELEASE,8,155,1,16,19,OPEN_follower_7,1,verified leader OPEN 7
RELEASE,8,155,1,16,20,OPEN_leader_8,1,previous block complete and local release guard
RELEASE,8,155,1,16,21,OPEN_follower_8,1,verified leader OPEN 8
RELEASE,8,155,1,16,22,OPEN_leader_9,1,previous block complete and local release guard
RELEASE,8,155,1,16,23,OPEN_follower_9,1,verified leader OPEN 9
RELEASE,8,155,1,16,24,OPEN_leader_10,1,previous block complete and local release guard
RELEASE,8,155,1,16,25,OPEN_follower_10,1,verified leader OPEN 10
RELEASE,8,155,1,16,26,OPEN_leader_11,1,previous block complete and local release guard
RELEASE,8,155,1,16,27,OPEN_follower_11,1,verified leader OPEN 11
RELEASE,8,155,1,16,28,OPEN_leader_12,1,previous block complete and local release guard
RELEASE,8,155,1,16,29,OPEN_follower_12,1,verified leader OPEN 12
RELEASE,8,155,1,16,30,OPEN_leader_13,1,previous block complete and local release guard
RELEASE,8,155,1,16,31,OPEN_follower_13,1,verified leader OPEN 13
RELEASE,8,155,1,16,32,OPEN_leader_14,1,previous block complete and local release guard
RELEASE,8,155,1,16,33,OPEN_follower_14,1,verified leader OPEN 14
RELEASE,8,155,1,16,34,OPEN_leader_15,1,previous block complete and local release guard
RELEASE,8,155,1,16,35,OPEN_follower_15,1,verified leader OPEN 15
RELEASE,8,155,1,16,36,OPEN_leader_16,1,previous block complete and local release guard
RELEASE,8,155,1,16,37,OPEN_follower_16,1,verified leader OPEN 16
RELEASE,8,155,1,16,38,CONFIRM_A|CONFIRM_B,2,each party S=V=2n and local full recovery
RELEASE,8,155,2,8,1,QRECV_ACK,1,quantum delivery/length check
RELEASE,8,155,2,8,2,DECOY_INFO,1,verified QRECV_ACK
RELEASE,8,155,2,8,3,DIALOGUE_B_QPASS,1,Bob local detection pass
RELEASE,8,155,2,8,4,DIALOGUE_A,1,Alice verified DIALOGUE_B_QPASS
RELEASE,8,155,2,8,5,COMMIT_SET_A|COMMIT_SET_B,2,both dialogue records available; commitments independent
RELEASE,8,155,2,8,6,OPEN_leader_1,1,previous block complete and local release guard
RELEASE,8,155,2,8,7,OPEN_follower_1,1,verified leader OPEN 1
RELEASE,8,155,2,8,8,OPEN_leader_2,1,previous block complete and local release guard
RELEASE,8,155,2,8,9,OPEN_follower_2,1,verified leader OPEN 2
RELEASE,8,155,2,8,10,OPEN_leader_3,1,previous block complete and local release guard
RELEASE,8,155,2,8,11,OPEN_follower_3,1,verified leader OPEN 3
RELEASE,8,155,2,8,12,OPEN_leader_4,1,previous block complete and local release guard
RELEASE,8,155,2,8,13,OPEN_follower_4,1,verified leader OPEN 4
RELEASE,8,155,2,8,14,OPEN_leader_5,1,previous block complete and local release guard
RELEASE,8,155,2,8,15,OPEN_follower_5,1,verified leader OPEN 5
RELEASE,8,155,2,8,16,OPEN_leader_6,1,previous block complete and local release guard
RELEASE,8,155,2,8,17,OPEN_follower_6,1,verified leader OPEN 6
RELEASE,8,155,2,8,18,OPEN_leader_7,1,previous block complete and local release guard
RELEASE,8,155,2,8,19,OPEN_follower_7,1,verified leader OPEN 7
RELEASE,8,155,2,8,20,OPEN_leader_8,1,previous block complete and local release guard
RELEASE,8,155,2,8,21,OPEN_follower_8,1,verified leader OPEN 8
RELEASE,8,155,2,8,22,CONFIRM_A|CONFIRM_B,2,each party S=V=2n and local full recovery
RELEASE,8,155,4,4,1,QRECV_ACK,1,quantum delivery/length check
RELEASE,8,155,4,4,2,DECOY_INFO,1,verified QRECV_ACK
RELEASE,8,155,4,4,3,DIALOGUE_B_QPASS,1,Bob local detection pass
RELEASE,8,155,4,4,4,DIALOGUE_A,1,Alice verified DIALOGUE_B_QPASS
RELEASE,8,155,4,4,5,COMMIT_SET_A|COMMIT_SET_B,2,both dialogue records available; commitments independent
RELEASE,8,155,4,4,6,OPEN_leader_1,1,previous block complete and local release guard
RELEASE,8,155,4,4,7,OPEN_follower_1,1,verified leader OPEN 1
RELEASE,8,155,4,4,8,OPEN_leader_2,1,previous block complete and local release guard
RELEASE,8,155,4,4,9,OPEN_follower_2,1,verified leader OPEN 2
RELEASE,8,155,4,4,10,OPEN_leader_3,1,previous block complete and local release guard
RELEASE,8,155,4,4,11,OPEN_follower_3,1,verified leader OPEN 3
RELEASE,8,155,4,4,12,OPEN_leader_4,1,previous block complete and local release guard
RELEASE,8,155,4,4,13,OPEN_follower_4,1,verified leader OPEN 4
RELEASE,8,155,4,4,14,CONFIRM_A|CONFIRM_B,2,each party S=V=2n and local full recovery
RELEASE,8,155,8,2,1,QRECV_ACK,1,quantum delivery/length check
RELEASE,8,155,8,2,2,DECOY_INFO,1,verified QRECV_ACK
RELEASE,8,155,8,2,3,DIALOGUE_B_QPASS,1,Bob local detection pass
RELEASE,8,155,8,2,4,DIALOGUE_A,1,Alice verified DIALOGUE_B_QPASS
RELEASE,8,155,8,2,5,COMMIT_SET_A|COMMIT_SET_B,2,both dialogue records available; commitments independent
RELEASE,8,155,8,2,6,OPEN_leader_1,1,previous block complete and local release guard
RELEASE,8,155,8,2,7,OPEN_follower_1,1,verified leader OPEN 1
RELEASE,8,155,8,2,8,OPEN_leader_2,1,previous block complete and local release guard
RELEASE,8,155,8,2,9,OPEN_follower_2,1,verified leader OPEN 2
RELEASE,8,155,8,2,10,CONFIRM_A|CONFIRM_B,2,each party S=V=2n and local full recovery
BASIC,16,4,,0,1,QRECV_ACK,1,quantum delivery/length check
BASIC,16,4,,0,2,DECOY_INFO,1,verified QRECV_ACK
BASIC,16,4,,0,3,DIALOGUE_B_QPASS,1,Bob local detection pass
BASIC,16,4,,0,4,DIALOGUE_A,1,Alice verified DIALOGUE_B_QPASS
BASIC,16,4,,0,5,CONFIRM_A|CONFIRM_B,2,each party local full recovery; confirmations independent
RELEASE,16,4,1,32,1,QRECV_ACK,1,quantum delivery/length check
RELEASE,16,4,1,32,2,DECOY_INFO,1,verified QRECV_ACK
RELEASE,16,4,1,32,3,DIALOGUE_B_QPASS,1,Bob local detection pass
RELEASE,16,4,1,32,4,DIALOGUE_A,1,Alice verified DIALOGUE_B_QPASS
RELEASE,16,4,1,32,5,COMMIT_SET_A|COMMIT_SET_B,2,both dialogue records available; commitments independent
RELEASE,16,4,1,32,6,OPEN_leader_1,1,previous block complete and local release guard
RELEASE,16,4,1,32,7,OPEN_follower_1,1,verified leader OPEN 1
RELEASE,16,4,1,32,8,OPEN_leader_2,1,previous block complete and local release guard
RELEASE,16,4,1,32,9,OPEN_follower_2,1,verified leader OPEN 2
RELEASE,16,4,1,32,10,OPEN_leader_3,1,previous block complete and local release guard
RELEASE,16,4,1,32,11,OPEN_follower_3,1,verified leader OPEN 3
RELEASE,16,4,1,32,12,OPEN_leader_4,1,previous block complete and local release guard
RELEASE,16,4,1,32,13,OPEN_follower_4,1,verified leader OPEN 4
RELEASE,16,4,1,32,14,OPEN_leader_5,1,previous block complete and local release guard
RELEASE,16,4,1,32,15,OPEN_follower_5,1,verified leader OPEN 5
RELEASE,16,4,1,32,16,OPEN_leader_6,1,previous block complete and local release guard
RELEASE,16,4,1,32,17,OPEN_follower_6,1,verified leader OPEN 6
RELEASE,16,4,1,32,18,OPEN_leader_7,1,previous block complete and local release guard
RELEASE,16,4,1,32,19,OPEN_follower_7,1,verified leader OPEN 7
RELEASE,16,4,1,32,20,OPEN_leader_8,1,previous block complete and local release guard
RELEASE,16,4,1,32,21,OPEN_follower_8,1,verified leader OPEN 8
RELEASE,16,4,1,32,22,OPEN_leader_9,1,previous block complete and local release guard
RELEASE,16,4,1,32,23,OPEN_follower_9,1,verified leader OPEN 9
RELEASE,16,4,1,32,24,OPEN_leader_10,1,previous block complete and local release guard
RELEASE,16,4,1,32,25,OPEN_follower_10,1,verified leader OPEN 10
RELEASE,16,4,1,32,26,OPEN_leader_11,1,previous block complete and local release guard
RELEASE,16,4,1,32,27,OPEN_follower_11,1,verified leader OPEN 11
RELEASE,16,4,1,32,28,OPEN_leader_12,1,previous block complete and local release guard
RELEASE,16,4,1,32,29,OPEN_follower_12,1,verified leader OPEN 12
RELEASE,16,4,1,32,30,OPEN_leader_13,1,previous block complete and local release guard
RELEASE,16,4,1,32,31,OPEN_follower_13,1,verified leader OPEN 13
RELEASE,16,4,1,32,32,OPEN_leader_14,1,previous block complete and local release guard
RELEASE,16,4,1,32,33,OPEN_follower_14,1,verified leader OPEN 14
RELEASE,16,4,1,32,34,OPEN_leader_15,1,previous block complete and local release guard
RELEASE,16,4,1,32,35,OPEN_follower_15,1,verified leader OPEN 15
RELEASE,16,4,1,32,36,OPEN_leader_16,1,previous block complete and local release guard
RELEASE,16,4,1,32,37,OPEN_follower_16,1,verified leader OPEN 16
RELEASE,16,4,1,32,38,OPEN_leader_17,1,previous block complete and local release guard
RELEASE,16,4,1,32,39,OPEN_follower_17,1,verified leader OPEN 17
RELEASE,16,4,1,32,40,OPEN_leader_18,1,previous block complete and local release guard
RELEASE,16,4,1,32,41,OPEN_follower_18,1,verified leader OPEN 18
RELEASE,16,4,1,32,42,OPEN_leader_19,1,previous block complete and local release guard
RELEASE,16,4,1,32,43,OPEN_follower_19,1,verified leader OPEN 19
RELEASE,16,4,1,32,44,OPEN_leader_20,1,previous block complete and local release guard
RELEASE,16,4,1,32,45,OPEN_follower_20,1,verified leader OPEN 20
RELEASE,16,4,1,32,46,OPEN_leader_21,1,previous block complete and local release guard
RELEASE,16,4,1,32,47,OPEN_follower_21,1,verified leader OPEN 21
RELEASE,16,4,1,32,48,OPEN_leader_22,1,previous block complete and local release guard
RELEASE,16,4,1,32,49,OPEN_follower_22,1,verified leader OPEN 22
RELEASE,16,4,1,32,50,OPEN_leader_23,1,previous block complete and local release guard
RELEASE,16,4,1,32,51,OPEN_follower_23,1,verified leader OPEN 23
RELEASE,16,4,1,32,52,OPEN_leader_24,1,previous block complete and local release guard
RELEASE,16,4,1,32,53,OPEN_follower_24,1,verified leader OPEN 24
RELEASE,16,4,1,32,54,OPEN_leader_25,1,previous block complete and local release guard
RELEASE,16,4,1,32,55,OPEN_follower_25,1,verified leader OPEN 25
RELEASE,16,4,1,32,56,OPEN_leader_26,1,previous block complete and local release guard
RELEASE,16,4,1,32,57,OPEN_follower_26,1,verified leader OPEN 26
RELEASE,16,4,1,32,58,OPEN_leader_27,1,previous block complete and local release guard
RELEASE,16,4,1,32,59,OPEN_follower_27,1,verified leader OPEN 27
RELEASE,16,4,1,32,60,OPEN_leader_28,1,previous block complete and local release guard
RELEASE,16,4,1,32,61,OPEN_follower_28,1,verified leader OPEN 28
RELEASE,16,4,1,32,62,OPEN_leader_29,1,previous block complete and local release guard
RELEASE,16,4,1,32,63,OPEN_follower_29,1,verified leader OPEN 29
RELEASE,16,4,1,32,64,OPEN_leader_30,1,previous block complete and local release guard
RELEASE,16,4,1,32,65,OPEN_follower_30,1,verified leader OPEN 30
RELEASE,16,4,1,32,66,OPEN_leader_31,1,previous block complete and local release guard
RELEASE,16,4,1,32,67,OPEN_follower_31,1,verified leader OPEN 31
RELEASE,16,4,1,32,68,OPEN_leader_32,1,previous block complete and local release guard
RELEASE,16,4,1,32,69,OPEN_follower_32,1,verified leader OPEN 32
RELEASE,16,4,1,32,70,CONFIRM_A|CONFIRM_B,2,each party S=V=2n and local full recovery
RELEASE,16,4,2,16,1,QRECV_ACK,1,quantum delivery/length check
RELEASE,16,4,2,16,2,DECOY_INFO,1,verified QRECV_ACK
RELEASE,16,4,2,16,3,DIALOGUE_B_QPASS,1,Bob local detection pass
RELEASE,16,4,2,16,4,DIALOGUE_A,1,Alice verified DIALOGUE_B_QPASS
RELEASE,16,4,2,16,5,COMMIT_SET_A|COMMIT_SET_B,2,both dialogue records available; commitments independent
RELEASE,16,4,2,16,6,OPEN_leader_1,1,previous block complete and local release guard
RELEASE,16,4,2,16,7,OPEN_follower_1,1,verified leader OPEN 1
RELEASE,16,4,2,16,8,OPEN_leader_2,1,previous block complete and local release guard
RELEASE,16,4,2,16,9,OPEN_follower_2,1,verified leader OPEN 2
RELEASE,16,4,2,16,10,OPEN_leader_3,1,previous block complete and local release guard
RELEASE,16,4,2,16,11,OPEN_follower_3,1,verified leader OPEN 3
RELEASE,16,4,2,16,12,OPEN_leader_4,1,previous block complete and local release guard
RELEASE,16,4,2,16,13,OPEN_follower_4,1,verified leader OPEN 4
RELEASE,16,4,2,16,14,OPEN_leader_5,1,previous block complete and local release guard
RELEASE,16,4,2,16,15,OPEN_follower_5,1,verified leader OPEN 5
RELEASE,16,4,2,16,16,OPEN_leader_6,1,previous block complete and local release guard
RELEASE,16,4,2,16,17,OPEN_follower_6,1,verified leader OPEN 6
RELEASE,16,4,2,16,18,OPEN_leader_7,1,previous block complete and local release guard
RELEASE,16,4,2,16,19,OPEN_follower_7,1,verified leader OPEN 7
RELEASE,16,4,2,16,20,OPEN_leader_8,1,previous block complete and local release guard
RELEASE,16,4,2,16,21,OPEN_follower_8,1,verified leader OPEN 8
RELEASE,16,4,2,16,22,OPEN_leader_9,1,previous block complete and local release guard
RELEASE,16,4,2,16,23,OPEN_follower_9,1,verified leader OPEN 9
RELEASE,16,4,2,16,24,OPEN_leader_10,1,previous block complete and local release guard
RELEASE,16,4,2,16,25,OPEN_follower_10,1,verified leader OPEN 10
RELEASE,16,4,2,16,26,OPEN_leader_11,1,previous block complete and local release guard
RELEASE,16,4,2,16,27,OPEN_follower_11,1,verified leader OPEN 11
RELEASE,16,4,2,16,28,OPEN_leader_12,1,previous block complete and local release guard
RELEASE,16,4,2,16,29,OPEN_follower_12,1,verified leader OPEN 12
RELEASE,16,4,2,16,30,OPEN_leader_13,1,previous block complete and local release guard
RELEASE,16,4,2,16,31,OPEN_follower_13,1,verified leader OPEN 13
RELEASE,16,4,2,16,32,OPEN_leader_14,1,previous block complete and local release guard
RELEASE,16,4,2,16,33,OPEN_follower_14,1,verified leader OPEN 14
RELEASE,16,4,2,16,34,OPEN_leader_15,1,previous block complete and local release guard
RELEASE,16,4,2,16,35,OPEN_follower_15,1,verified leader OPEN 15
RELEASE,16,4,2,16,36,OPEN_leader_16,1,previous block complete and local release guard
RELEASE,16,4,2,16,37,OPEN_follower_16,1,verified leader OPEN 16
RELEASE,16,4,2,16,38,CONFIRM_A|CONFIRM_B,2,each party S=V=2n and local full recovery
RELEASE,16,4,4,8,1,QRECV_ACK,1,quantum delivery/length check
RELEASE,16,4,4,8,2,DECOY_INFO,1,verified QRECV_ACK
RELEASE,16,4,4,8,3,DIALOGUE_B_QPASS,1,Bob local detection pass
RELEASE,16,4,4,8,4,DIALOGUE_A,1,Alice verified DIALOGUE_B_QPASS
RELEASE,16,4,4,8,5,COMMIT_SET_A|COMMIT_SET_B,2,both dialogue records available; commitments independent
RELEASE,16,4,4,8,6,OPEN_leader_1,1,previous block complete and local release guard
RELEASE,16,4,4,8,7,OPEN_follower_1,1,verified leader OPEN 1
RELEASE,16,4,4,8,8,OPEN_leader_2,1,previous block complete and local release guard
RELEASE,16,4,4,8,9,OPEN_follower_2,1,verified leader OPEN 2
RELEASE,16,4,4,8,10,OPEN_leader_3,1,previous block complete and local release guard
RELEASE,16,4,4,8,11,OPEN_follower_3,1,verified leader OPEN 3
RELEASE,16,4,4,8,12,OPEN_leader_4,1,previous block complete and local release guard
RELEASE,16,4,4,8,13,OPEN_follower_4,1,verified leader OPEN 4
RELEASE,16,4,4,8,14,OPEN_leader_5,1,previous block complete and local release guard
RELEASE,16,4,4,8,15,OPEN_follower_5,1,verified leader OPEN 5
RELEASE,16,4,4,8,16,OPEN_leader_6,1,previous block complete and local release guard
RELEASE,16,4,4,8,17,OPEN_follower_6,1,verified leader OPEN 6
RELEASE,16,4,4,8,18,OPEN_leader_7,1,previous block complete and local release guard
RELEASE,16,4,4,8,19,OPEN_follower_7,1,verified leader OPEN 7
RELEASE,16,4,4,8,20,OPEN_leader_8,1,previous block complete and local release guard
RELEASE,16,4,4,8,21,OPEN_follower_8,1,verified leader OPEN 8
RELEASE,16,4,4,8,22,CONFIRM_A|CONFIRM_B,2,each party S=V=2n and local full recovery
RELEASE,16,4,8,4,1,QRECV_ACK,1,quantum delivery/length check
RELEASE,16,4,8,4,2,DECOY_INFO,1,verified QRECV_ACK
RELEASE,16,4,8,4,3,DIALOGUE_B_QPASS,1,Bob local detection pass
RELEASE,16,4,8,4,4,DIALOGUE_A,1,Alice verified DIALOGUE_B_QPASS
RELEASE,16,4,8,4,5,COMMIT_SET_A|COMMIT_SET_B,2,both dialogue records available; commitments independent
RELEASE,16,4,8,4,6,OPEN_leader_1,1,previous block complete and local release guard
RELEASE,16,4,8,4,7,OPEN_follower_1,1,verified leader OPEN 1
RELEASE,16,4,8,4,8,OPEN_leader_2,1,previous block complete and local release guard
RELEASE,16,4,8,4,9,OPEN_follower_2,1,verified leader OPEN 2
RELEASE,16,4,8,4,10,OPEN_leader_3,1,previous block complete and local release guard
RELEASE,16,4,8,4,11,OPEN_follower_3,1,verified leader OPEN 3
RELEASE,16,4,8,4,12,OPEN_leader_4,1,previous block complete and local release guard
RELEASE,16,4,8,4,13,OPEN_follower_4,1,verified leader OPEN 4
RELEASE,16,4,8,4,14,CONFIRM_A|CONFIRM_B,2,each party S=V=2n and local full recovery
BASIC,16,155,,0,1,QRECV_ACK,1,quantum delivery/length check
BASIC,16,155,,0,2,DECOY_INFO,1,verified QRECV_ACK
BASIC,16,155,,0,3,DIALOGUE_B_QPASS,1,Bob local detection pass
BASIC,16,155,,0,4,DIALOGUE_A,1,Alice verified DIALOGUE_B_QPASS
BASIC,16,155,,0,5,CONFIRM_A|CONFIRM_B,2,each party local full recovery; confirmations independent
RELEASE,16,155,1,32,1,QRECV_ACK,1,quantum delivery/length check
RELEASE,16,155,1,32,2,DECOY_INFO,1,verified QRECV_ACK
RELEASE,16,155,1,32,3,DIALOGUE_B_QPASS,1,Bob local detection pass
RELEASE,16,155,1,32,4,DIALOGUE_A,1,Alice verified DIALOGUE_B_QPASS
RELEASE,16,155,1,32,5,COMMIT_SET_A|COMMIT_SET_B,2,both dialogue records available; commitments independent
RELEASE,16,155,1,32,6,OPEN_leader_1,1,previous block complete and local release guard
RELEASE,16,155,1,32,7,OPEN_follower_1,1,verified leader OPEN 1
RELEASE,16,155,1,32,8,OPEN_leader_2,1,previous block complete and local release guard
RELEASE,16,155,1,32,9,OPEN_follower_2,1,verified leader OPEN 2
RELEASE,16,155,1,32,10,OPEN_leader_3,1,previous block complete and local release guard
RELEASE,16,155,1,32,11,OPEN_follower_3,1,verified leader OPEN 3
RELEASE,16,155,1,32,12,OPEN_leader_4,1,previous block complete and local release guard
RELEASE,16,155,1,32,13,OPEN_follower_4,1,verified leader OPEN 4
RELEASE,16,155,1,32,14,OPEN_leader_5,1,previous block complete and local release guard
RELEASE,16,155,1,32,15,OPEN_follower_5,1,verified leader OPEN 5
RELEASE,16,155,1,32,16,OPEN_leader_6,1,previous block complete and local release guard
RELEASE,16,155,1,32,17,OPEN_follower_6,1,verified leader OPEN 6
RELEASE,16,155,1,32,18,OPEN_leader_7,1,previous block complete and local release guard
RELEASE,16,155,1,32,19,OPEN_follower_7,1,verified leader OPEN 7
RELEASE,16,155,1,32,20,OPEN_leader_8,1,previous block complete and local release guard
RELEASE,16,155,1,32,21,OPEN_follower_8,1,verified leader OPEN 8
RELEASE,16,155,1,32,22,OPEN_leader_9,1,previous block complete and local release guard
RELEASE,16,155,1,32,23,OPEN_follower_9,1,verified leader OPEN 9
RELEASE,16,155,1,32,24,OPEN_leader_10,1,previous block complete and local release guard
RELEASE,16,155,1,32,25,OPEN_follower_10,1,verified leader OPEN 10
RELEASE,16,155,1,32,26,OPEN_leader_11,1,previous block complete and local release guard
RELEASE,16,155,1,32,27,OPEN_follower_11,1,verified leader OPEN 11
RELEASE,16,155,1,32,28,OPEN_leader_12,1,previous block complete and local release guard
RELEASE,16,155,1,32,29,OPEN_follower_12,1,verified leader OPEN 12
RELEASE,16,155,1,32,30,OPEN_leader_13,1,previous block complete and local release guard
RELEASE,16,155,1,32,31,OPEN_follower_13,1,verified leader OPEN 13
RELEASE,16,155,1,32,32,OPEN_leader_14,1,previous block complete and local release guard
RELEASE,16,155,1,32,33,OPEN_follower_14,1,verified leader OPEN 14
RELEASE,16,155,1,32,34,OPEN_leader_15,1,previous block complete and local release guard
RELEASE,16,155,1,32,35,OPEN_follower_15,1,verified leader OPEN 15
RELEASE,16,155,1,32,36,OPEN_leader_16,1,previous block complete and local release guard
RELEASE,16,155,1,32,37,OPEN_follower_16,1,verified leader OPEN 16
RELEASE,16,155,1,32,38,OPEN_leader_17,1,previous block complete and local release guard
RELEASE,16,155,1,32,39,OPEN_follower_17,1,verified leader OPEN 17
RELEASE,16,155,1,32,40,OPEN_leader_18,1,previous block complete and local release guard
RELEASE,16,155,1,32,41,OPEN_follower_18,1,verified leader OPEN 18
RELEASE,16,155,1,32,42,OPEN_leader_19,1,previous block complete and local release guard
RELEASE,16,155,1,32,43,OPEN_follower_19,1,verified leader OPEN 19
RELEASE,16,155,1,32,44,OPEN_leader_20,1,previous block complete and local release guard
RELEASE,16,155,1,32,45,OPEN_follower_20,1,verified leader OPEN 20
RELEASE,16,155,1,32,46,OPEN_leader_21,1,previous block complete and local release guard
RELEASE,16,155,1,32,47,OPEN_follower_21,1,verified leader OPEN 21
RELEASE,16,155,1,32,48,OPEN_leader_22,1,previous block complete and local release guard
RELEASE,16,155,1,32,49,OPEN_follower_22,1,verified leader OPEN 22
RELEASE,16,155,1,32,50,OPEN_leader_23,1,previous block complete and local release guard
RELEASE,16,155,1,32,51,OPEN_follower_23,1,verified leader OPEN 23
RELEASE,16,155,1,32,52,OPEN_leader_24,1,previous block complete and local release guard
RELEASE,16,155,1,32,53,OPEN_follower_24,1,verified leader OPEN 24
RELEASE,16,155,1,32,54,OPEN_leader_25,1,previous block complete and local release guard
RELEASE,16,155,1,32,55,OPEN_follower_25,1,verified leader OPEN 25
RELEASE,16,155,1,32,56,OPEN_leader_26,1,previous block complete and local release guard
RELEASE,16,155,1,32,57,OPEN_follower_26,1,verified leader OPEN 26
RELEASE,16,155,1,32,58,OPEN_leader_27,1,previous block complete and local release guard
RELEASE,16,155,1,32,59,OPEN_follower_27,1,verified leader OPEN 27
RELEASE,16,155,1,32,60,OPEN_leader_28,1,previous block complete and local release guard
RELEASE,16,155,1,32,61,OPEN_follower_28,1,verified leader OPEN 28
RELEASE,16,155,1,32,62,OPEN_leader_29,1,previous block complete and local release guard
RELEASE,16,155,1,32,63,OPEN_follower_29,1,verified leader OPEN 29
RELEASE,16,155,1,32,64,OPEN_leader_30,1,previous block complete and local release guard
RELEASE,16,155,1,32,65,OPEN_follower_30,1,verified leader OPEN 30
RELEASE,16,155,1,32,66,OPEN_leader_31,1,previous block complete and local release guard
RELEASE,16,155,1,32,67,OPEN_follower_31,1,verified leader OPEN 31
RELEASE,16,155,1,32,68,OPEN_leader_32,1,previous block complete and local release guard
RELEASE,16,155,1,32,69,OPEN_follower_32,1,verified leader OPEN 32
RELEASE,16,155,1,32,70,CONFIRM_A|CONFIRM_B,2,each party S=V=2n and local full recovery
RELEASE,16,155,2,16,1,QRECV_ACK,1,quantum delivery/length check
RELEASE,16,155,2,16,2,DECOY_INFO,1,verified QRECV_ACK
RELEASE,16,155,2,16,3,DIALOGUE_B_QPASS,1,Bob local detection pass
RELEASE,16,155,2,16,4,DIALOGUE_A,1,Alice verified DIALOGUE_B_QPASS
RELEASE,16,155,2,16,5,COMMIT_SET_A|COMMIT_SET_B,2,both dialogue records available; commitments independent
RELEASE,16,155,2,16,6,OPEN_leader_1,1,previous block complete and local release guard
RELEASE,16,155,2,16,7,OPEN_follower_1,1,verified leader OPEN 1
RELEASE,16,155,2,16,8,OPEN_leader_2,1,previous block complete and local release guard
RELEASE,16,155,2,16,9,OPEN_follower_2,1,verified leader OPEN 2
RELEASE,16,155,2,16,10,OPEN_leader_3,1,previous block complete and local release guard
RELEASE,16,155,2,16,11,OPEN_follower_3,1,verified leader OPEN 3
RELEASE,16,155,2,16,12,OPEN_leader_4,1,previous block complete and local release guard
RELEASE,16,155,2,16,13,OPEN_follower_4,1,verified leader OPEN 4
RELEASE,16,155,2,16,14,OPEN_leader_5,1,previous block complete and local release guard
RELEASE,16,155,2,16,15,OPEN_follower_5,1,verified leader OPEN 5
RELEASE,16,155,2,16,16,OPEN_leader_6,1,previous block complete and local release guard
RELEASE,16,155,2,16,17,OPEN_follower_6,1,verified leader OPEN 6
RELEASE,16,155,2,16,18,OPEN_leader_7,1,previous block complete and local release guard
RELEASE,16,155,2,16,19,OPEN_follower_7,1,verified leader OPEN 7
RELEASE,16,155,2,16,20,OPEN_leader_8,1,previous block complete and local release guard
RELEASE,16,155,2,16,21,OPEN_follower_8,1,verified leader OPEN 8
RELEASE,16,155,2,16,22,OPEN_leader_9,1,previous block complete and local release guard
RELEASE,16,155,2,16,23,OPEN_follower_9,1,verified leader OPEN 9
RELEASE,16,155,2,16,24,OPEN_leader_10,1,previous block complete and local release guard
RELEASE,16,155,2,16,25,OPEN_follower_10,1,verified leader OPEN 10
RELEASE,16,155,2,16,26,OPEN_leader_11,1,previous block complete and local release guard
RELEASE,16,155,2,16,27,OPEN_follower_11,1,verified leader OPEN 11
RELEASE,16,155,2,16,28,OPEN_leader_12,1,previous block complete and local release guard
RELEASE,16,155,2,16,29,OPEN_follower_12,1,verified leader OPEN 12
RELEASE,16,155,2,16,30,OPEN_leader_13,1,previous block complete and local release guard
RELEASE,16,155,2,16,31,OPEN_follower_13,1,verified leader OPEN 13
RELEASE,16,155,2,16,32,OPEN_leader_14,1,previous block complete and local release guard
RELEASE,16,155,2,16,33,OPEN_follower_14,1,verified leader OPEN 14
RELEASE,16,155,2,16,34,OPEN_leader_15,1,previous block complete and local release guard
RELEASE,16,155,2,16,35,OPEN_follower_15,1,verified leader OPEN 15
RELEASE,16,155,2,16,36,OPEN_leader_16,1,previous block complete and local release guard
RELEASE,16,155,2,16,37,OPEN_follower_16,1,verified leader OPEN 16
RELEASE,16,155,2,16,38,CONFIRM_A|CONFIRM_B,2,each party S=V=2n and local full recovery
RELEASE,16,155,4,8,1,QRECV_ACK,1,quantum delivery/length check
