config_id,m_bits,n_qubit_symbols,lambda_bits,chunks,last_chunk_bits,honest,first,variant,engine,precision,process_exit_code,output_error_lines,states,transitions,choices,reachable_current_gap_max,reachable_historical_gap_max,violating_reachable_states,state_export,transition_export,strategy_export,log,release_violation_pmax
negative_m8_l2_h0_f0_v1,8,4,2,4,2,Alice,Alice,1,explicit,exact rational (-exact); epsilon N/A,0,0,750,2280,2280,2,2,0,results/raw/prism_release_v7/20260905T200413_CST/states/negative_m8_l2_h0_f0_v1.sta,results/raw/prism_release_v7/20260905T200413_CST/traces/negative_m8_l2_h0_f0_v1.tra,not requested,results/raw/prism_release_v7/20260905T200413_CST/logs/negative_m8_l2_h0_f0_v1.log,0
negative_m8_l2_h0_f0_v2,8,4,2,4,2,Alice,Alice,2,explicit,exact rational (-exact); epsilon N/A,0,0,1590,4908,4908,8,8,266,results/raw/prism_release_v7/20260905T200413_CST/states/negative_m8_l2_h0_f0_v2.sta,results/raw/prism_release_v7/20260905T200413_CST/traces/negative_m8_l2_h0_f0_v2.tra,requested but PRISM emitted no file,results/raw/prism_release_v7/20260905T200413_CST/logs/negative_m8_l2_h0_f0_v2.log,1
