angle_source,theta,unitarity_error,bb84_evolution_error,qber_density,trace_distance_nuclear_norm,helstrom_guess,qber_qiskit,trace_distance_qiskit,helstrom_qiskit,qber_analytic,trace_distance_analytic,helstrom_analytic,maximum_component_error,scope
grid,1.5707963267948966,0.0,0.0,0.2500000000000001,1.0,1.0,0.2500000000000001,1.0,1.0,0.24999999999999997,1.0,1.0,1.3877787807814457e-16,specified_U_theta_probe_family_only
random_non_grid,1.3020195929491223,2.021243947450354e-17,0.0,0.1836119277252189,0.9640964587395884,0.9820482293697942,0.1836119277252189,0.9640964587395884,0.9820482293697942,0.18361192772521878,0.9640964587395884,0.9820482293697942,1.1102230246251565e-16,specified_U_theta_probe_family_only
random_non_grid,0.08626258327102061,1.1102230246251565e-16,0.0,0.000929577510949714,0.0861556397342304,0.5430778198671152,0.000929577510949714,0.0861556397342304,0.5430778198671152,0.0009295775109495474,0.0861556397342304,0.5430778198671152,1.6653345369377348e-16,specified_U_theta_probe_family_only
random_non_grid,0.48724034580038883,1.1102230246251565e-16,0.0,0.029092934528711506,0.4681891656134516,0.7340945828067258,0.029092934528711506,0.4681891656134516,0.7340945828067258,0.029092934528711256,0.46818916561345153,0.7340945828067258,2.498001805406602e-16,specified_U_theta_probe_family_only
random_non_grid,0.3189995594505664,8.448878901907295e-18,0.0,0.012612587965816824,0.31361674974944487,0.6568083748747224,0.012612587965816824,0.31361674974944487,0.6568083748747224,0.012612587965816657,0.3136167497494448,0.6568083748747224,1.6653345369377348e-16,specified_U_theta_probe_family_only
random_non_grid,1.0636435922202157,1.1102230246251565e-16,0.0,0.12857741595675679,0.8741309383314286,0.9370654691657143,0.12857741595675679,0.8741309383314286,0.9370654691657143,0.12857741595675662,0.8741309383314286,0.9370654691657143,1.6653345369377348e-16,specified_U_theta_probe_family_only
random_non_grid,0.12882073650034356,1.1102230246251565e-16,0.0,0.0020714807429467463,0.12846474000315306,0.5642323700015766,0.0020714807429467463,0.12846474000315306,0.5642323700015766,0.0020714807429465243,0.12846474000315306,0.5642323700015766,2.220446049250313e-16,specified_U_theta_probe_family_only
random_non_grid,1.1864322271326937,1.0504221608979391e-17,0.0,0.15625757264536633,0.9270370634546277,0.9635185317273138,0.15625757264536633,0.9270370634546277,0.9635185317273138,0.15625757264536622,0.9270370634546277,0.9635185317273138,1.1102230246251565e-16,specified_U_theta_probe_family_only
random_non_grid,0.7530311431717069,6.370463134304302e-18,0.0,0.06759515848720088,0.6838534789580654,0.8419267394790326,0.06759515848720088,0.6838534789580654,0.8419267394790326,0.06759515848720071,0.6838534789580654,0.8419267394790326,1.6653345369377348e-16,specified_U_theta_probe_family_only
random_non_grid,0.7817630026377522,2.0493865737028955e-17,0.0,0.07258186240982112,0.7045316680352391,0.8522658340176196,0.07258186240982112,0.7045316680352391,0.8522658340176196,0.0725818624098209,0.7045316680352391,0.8522658340176196,2.220446049250313e-16,specified_U_theta_probe_family_only
random_non_grid,0.198751219033649,7.12533503308486e-18,0.0,0.004921522982142934,0.1974452877171845,0.5987226438585922,0.004921522982142934,0.1974452877171845,0.5987226438585922,0.00492152298214274,0.19744528771718448,0.5987226438585922,1.942890293094024e-16,specified_U_theta_probe_family_only
random_non_grid,1.3773810731192926,1.066409170013401e-17,0.0,0.20194710484745293,0.9813535083135603,0.9906767541567801,0.20194710484745293,0.9813535083135603,0.9906767541567801,0.20194710484745282,0.9813535083135603,0.9906767541567801,1.1102230246251565e-16,specified_U_theta_probe_family_only
