angle_source,theta,unitarity_error,bb84_evolution_error,qber_density,trace_distance_nuclear_norm,helstrom_guess,qber_qiskit,trace_distance_qiskit,helstrom_qiskit,qber_analytic,trace_distance_analytic,helstrom_analytic,maximum_component_error,scope
grid,0.6597344572538566,1.0466777187055786e-17,0.0,0.05246124690607751,0.6129070536529765,0.8064535268264883,0.05246124690607751,0.6129070536529765,0.8064535268264883,0.0524612469060774,0.6129070536529765,0.8064535268264883,1.1102230246251565e-16,specified_U_theta_probe_family_only
grid,0.6754424205218056,2.5346502765047252e-17,0.0,0.054892398165417744,0.6252426563357052,0.8126213281678526,0.054892398165417744,0.6252426563357052,0.8126213281678526,0.05489239816541758,0.6252426563357052,0.8126213281678526,1.6653345369377348e-16,specified_U_theta_probe_family_only
grid,0.6911503837897546,1.1102230246251565e-16,0.0,0.05737168930605285,0.6374239897486897,0.8187119948743449,0.05737168930605288,0.6374239897486897,0.8187119948743449,0.057371689306052714,0.6374239897486897,0.8187119948743449,1.6653345369377348e-16,specified_U_theta_probe_family_only
grid,0.7068583470577036,2.220446049250313e-16,0.0,0.059898508599992295,0.6494480483301838,0.8247240241650919,0.059898508599992295,0.6494480483301838,0.8247240241650919,0.05989850859999227,0.6494480483301838,0.8247240241650919,2.220446049250313e-16,specified_U_theta_probe_family_only
grid,0.7225663103256524,2.6347568780034073e-17,0.0,0.06247223259238527,0.6613118653236518,0.8306559326618259,0.06247223259238527,0.6613118653236518,0.8306559326618259,0.0624722325923851,0.6613118653236518,0.8306559326618259,1.6653345369377348e-16,specified_U_theta_probe_family_only
grid,0.7382742735936014,1.1102230246251565e-16,0.0,0.06509222625534772,0.6730125135097733,0.8365062567548867,0.06509222625534772,0.6730125135097733,0.8365062567548867,0.06509222625534758,0.6730125135097733,0.8365062567548867,1.3877787807814457e-16,specified_U_theta_probe_family_only
grid,0.7539822368615504,2.220446049250313e-16,0.0,0.06775784314464728,0.6845471059286887,0.8422735529643444,0.06775784314464722,0.6845471059286887,0.8422735529643444,0.06775784314464711,0.6845471059286887,0.8422735529643444,2.220446049250313e-16,specified_U_theta_probe_family_only
grid,0.7696902001294994,1.1002413838308359e-17,0.0,0.07046842555920296,0.6959127965923143,0.8479563982961571,0.07046842555920296,0.6959127965923143,0.8479563982961571,0.0704684255592028,0.6959127965923143,0.8479563982961571,1.6653345369377348e-16,specified_U_theta_probe_family_only
grid,0.7853981633974484,1.0146536357569526e-17,0.0,0.07322330470336325,0.7071067811865476,0.8535533905932737,0.07322330470336325,0.7071067811865476,0.8535533905932737,0.07322330470336313,0.7071067811865476,0.8535533905932737,1.1102230246251565e-16,specified_U_theta_probe_family_only
grid,0.8011061266653973,1.1002413838308359e-17,0.0,0.07602180085192162,0.7181262977631888,0.8590631488815944,0.07602180085192162,0.7181262977631888,0.8590631488815944,0.07602180085192142,0.7181262977631888,0.8590631488815944,1.942890293094024e-16,specified_U_theta_probe_family_only
grid,0.8168140899333463,1.1102230246251565e-16,0.0,0.07886322351782799,0.7289686274214116,0.8644843137107058,0.07886322351782801,0.7289686274214116,0.8644843137107058,0.07886322351782785,0.7289686274214116,0.8644843137107058,1.6653345369377348e-16,specified_U_theta_probe_family_only
