resource_class,benchmark_status,n_blocks,ell_per_sequence,ell_scenario,rho_bits,d_H_bits,nu_bits,h_bits,tau_bits,commitment_bits,salt_bits,theoretical_compact_decoy_bits,KE_QKD_communication_included,parameter_source,mode,lambda_bits,r,formula,paper_analytic_bits
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,32,59,threshold_q0_0.0_qth_0.05,256,256,128,256,128,256,128,400,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_fair,1,64,C_base+4n+2r(c+sigma+h+tau)+2(h+tau),102302
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,32,59,threshold_q0_0.0_qth_0.05,256,256,128,256,128,256,128,400,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_fair,2,32,C_base+4n+2r(c+sigma+h+tau)+2(h+tau),53150
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,32,59,threshold_q0_0.0_qth_0.05,256,256,128,256,128,256,128,400,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_fair,4,16,C_base+4n+2r(c+sigma+h+tau)+2(h+tau),28574
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,32,59,threshold_q0_0.0_qth_0.05,256,256,128,256,128,256,128,400,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_fair,8,8,C_base+4n+2r(c+sigma+h+tau)+2(h+tau),16286
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,1,154,threshold_q0_0.0_qth_0.1,256,256,128,256,128,256,128,632,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,original_AQD,,,rho+D_dec+4n+2d_H,1404
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,1,154,threshold_q0_0.0_qth_0.1,256,256,128,256,128,256,128,632,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_basic,,,2nu+6(h+tau)+4n+D_dec+2ceil(log2(n+ell+1)),3212
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,1,154,threshold_q0_0.0_qth_0.1,256,256,128,256,128,256,128,632,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_fair,1,2,C_base+4n+2r(c+sigma+h+tau)+2(h+tau),7056
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,1,154,threshold_q0_0.0_qth_0.1,256,256,128,256,128,256,128,632,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_fair,2,1,C_base+4n+2r(c+sigma+h+tau)+2(h+tau),5520
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,2,154,threshold_q0_0.0_qth_0.1,256,256,128,256,128,256,128,644,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,original_AQD,,,rho+D_dec+4n+2d_H,1420
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,2,154,threshold_q0_0.0_qth_0.1,256,256,128,256,128,256,128,644,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_basic,,,2nu+6(h+tau)+4n+D_dec+2ceil(log2(n+ell+1)),3228
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,2,154,threshold_q0_0.0_qth_0.1,256,256,128,256,128,256,128,644,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_fair,1,4,C_base+4n+2r(c+sigma+h+tau)+2(h+tau),10148
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,2,154,threshold_q0_0.0_qth_0.1,256,256,128,256,128,256,128,644,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_fair,2,2,C_base+4n+2r(c+sigma+h+tau)+2(h+tau),7076
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,2,154,threshold_q0_0.0_qth_0.1,256,256,128,256,128,256,128,644,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_fair,4,1,C_base+4n+2r(c+sigma+h+tau)+2(h+tau),5540
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,4,154,threshold_q0_0.0_qth_0.1,256,256,128,256,128,256,128,666,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,original_AQD,,,rho+D_dec+4n+2d_H,1450
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,4,154,threshold_q0_0.0_qth_0.1,256,256,128,256,128,256,128,666,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_basic,,,2nu+6(h+tau)+4n+D_dec+2ceil(log2(n+ell+1)),3258
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,4,154,threshold_q0_0.0_qth_0.1,256,256,128,256,128,256,128,666,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_fair,1,8,C_base+4n+2r(c+sigma+h+tau)+2(h+tau),16330
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,4,154,threshold_q0_0.0_qth_0.1,256,256,128,256,128,256,128,666,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_fair,2,4,C_base+4n+2r(c+sigma+h+tau)+2(h+tau),10186
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,4,154,threshold_q0_0.0_qth_0.1,256,256,128,256,128,256,128,666,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_fair,4,2,C_base+4n+2r(c+sigma+h+tau)+2(h+tau),7114
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,4,154,threshold_q0_0.0_qth_0.1,256,256,128,256,128,256,128,666,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_fair,8,1,C_base+4n+2r(c+sigma+h+tau)+2(h+tau),5578
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,8,154,threshold_q0_0.0_qth_0.1,256,256,128,256,128,256,128,704,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,original_AQD,,,rho+D_dec+4n+2d_H,1504
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,8,154,threshold_q0_0.0_qth_0.1,256,256,128,256,128,256,128,704,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_basic,,,2nu+6(h+tau)+4n+D_dec+2ceil(log2(n+ell+1)),3312
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,8,154,threshold_q0_0.0_qth_0.1,256,256,128,256,128,256,128,704,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_fair,1,16,C_base+4n+2r(c+sigma+h+tau)+2(h+tau),28688
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,8,154,threshold_q0_0.0_qth_0.1,256,256,128,256,128,256,128,704,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_fair,2,8,C_base+4n+2r(c+sigma+h+tau)+2(h+tau),16400
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,8,154,threshold_q0_0.0_qth_0.1,256,256,128,256,128,256,128,704,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_fair,4,4,C_base+4n+2r(c+sigma+h+tau)+2(h+tau),10256
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,8,154,threshold_q0_0.0_qth_0.1,256,256,128,256,128,256,128,704,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_fair,8,2,C_base+4n+2r(c+sigma+h+tau)+2(h+tau),7184
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,16,154,threshold_q0_0.0_qth_0.1,256,256,128,256,128,256,128,764,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,original_AQD,,,rho+D_dec+4n+2d_H,1596
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,16,154,threshold_q0_0.0_qth_0.1,256,256,128,256,128,256,128,764,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_basic,,,2nu+6(h+tau)+4n+D_dec+2ceil(log2(n+ell+1)),3404
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,16,154,threshold_q0_0.0_qth_0.1,256,256,128,256,128,256,128,764,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_fair,1,32,C_base+4n+2r(c+sigma+h+tau)+2(h+tau),53388
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,16,154,threshold_q0_0.0_qth_0.1,256,256,128,256,128,256,128,764,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_fair,2,16,C_base+4n+2r(c+sigma+h+tau)+2(h+tau),28812
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,16,154,threshold_q0_0.0_qth_0.1,256,256,128,256,128,256,128,764,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_fair,4,8,C_base+4n+2r(c+sigma+h+tau)+2(h+tau),16524
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,16,154,threshold_q0_0.0_qth_0.1,256,256,128,256,128,256,128,764,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_fair,8,4,C_base+4n+2r(c+sigma+h+tau)+2(h+tau),10380
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,32,154,threshold_q0_0.0_qth_0.1,256,256,128,256,128,256,128,856,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,original_AQD,,,rho+D_dec+4n+2d_H,1752
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,32,154,threshold_q0_0.0_qth_0.1,256,256,128,256,128,256,128,856,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_basic,,,2nu+6(h+tau)+4n+D_dec+2ceil(log2(n+ell+1)),3560
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,32,154,threshold_q0_0.0_qth_0.1,256,256,128,256,128,256,128,856,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_fair,1,64,C_base+4n+2r(c+sigma+h+tau)+2(h+tau),102760
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,32,154,threshold_q0_0.0_qth_0.1,256,256,128,256,128,256,128,856,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_fair,2,32,C_base+4n+2r(c+sigma+h+tau)+2(h+tau),53608
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,32,154,threshold_q0_0.0_qth_0.1,256,256,128,256,128,256,128,856,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_fair,4,16,C_base+4n+2r(c+sigma+h+tau)+2(h+tau),29032
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,32,154,threshold_q0_0.0_qth_0.1,256,256,128,256,128,256,128,856,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_fair,8,8,C_base+4n+2r(c+sigma+h+tau)+2(h+tau),16744
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,1,670,threshold_q0_0.0_qth_0.15,256,256,128,256,128,256,128,2700,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,original_AQD,,,rho+D_dec+4n+2d_H,3472
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,1,670,threshold_q0_0.0_qth_0.15,256,256,128,256,128,256,128,2700,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_basic,,,2nu+6(h+tau)+4n+D_dec+2ceil(log2(n+ell+1)),5284
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,1,670,threshold_q0_0.0_qth_0.15,256,256,128,256,128,256,128,2700,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_fair,1,2,C_base+4n+2r(c+sigma+h+tau)+2(h+tau),9128
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,1,670,threshold_q0_0.0_qth_0.15,256,256,128,256,128,256,128,2700,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_fair,2,1,C_base+4n+2r(c+sigma+h+tau)+2(h+tau),7592
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,2,670,threshold_q0_0.0_qth_0.15,256,256,128,256,128,256,128,2716,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,original_AQD,,,rho+D_dec+4n+2d_H,3492
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,2,670,threshold_q0_0.0_qth_0.15,256,256,128,256,128,256,128,2716,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_basic,,,2nu+6(h+tau)+4n+D_dec+2ceil(log2(n+ell+1)),5304
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,2,670,threshold_q0_0.0_qth_0.15,256,256,128,256,128,256,128,2716,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_fair,1,4,C_base+4n+2r(c+sigma+h+tau)+2(h+tau),12224
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,2,670,threshold_q0_0.0_qth_0.15,256,256,128,256,128,256,128,2716,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_fair,2,2,C_base+4n+2r(c+sigma+h+tau)+2(h+tau),9152
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,2,670,threshold_q0_0.0_qth_0.15,256,256,128,256,128,256,128,2716,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_fair,4,1,C_base+4n+2r(c+sigma+h+tau)+2(h+tau),7616
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,4,670,threshold_q0_0.0_qth_0.15,256,256,128,256,128,256,128,2746,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,original_AQD,,,rho+D_dec+4n+2d_H,3530
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,4,670,threshold_q0_0.0_qth_0.15,256,256,128,256,128,256,128,2746,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_basic,,,2nu+6(h+tau)+4n+D_dec+2ceil(log2(n+ell+1)),5342
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,4,670,threshold_q0_0.0_qth_0.15,256,256,128,256,128,256,128,2746,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_fair,1,8,C_base+4n+2r(c+sigma+h+tau)+2(h+tau),18414
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,4,670,threshold_q0_0.0_qth_0.15,256,256,128,256,128,256,128,2746,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_fair,2,4,C_base+4n+2r(c+sigma+h+tau)+2(h+tau),12270
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,4,670,threshold_q0_0.0_qth_0.15,256,256,128,256,128,256,128,2746,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_fair,4,2,C_base+4n+2r(c+sigma+h+tau)+2(h+tau),9198
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,4,670,threshold_q0_0.0_qth_0.15,256,256,128,256,128,256,128,2746,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_fair,8,1,C_base+4n+2r(c+sigma+h+tau)+2(h+tau),7662
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,8,670,threshold_q0_0.0_qth_0.15,256,256,128,256,128,256,128,2800,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,original_AQD,,,rho+D_dec+4n+2d_H,3600
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,8,670,threshold_q0_0.0_qth_0.15,256,256,128,256,128,256,128,2800,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_basic,,,2nu+6(h+tau)+4n+D_dec+2ceil(log2(n+ell+1)),5412
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,8,670,threshold_q0_0.0_qth_0.15,256,256,128,256,128,256,128,2800,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_fair,1,16,C_base+4n+2r(c+sigma+h+tau)+2(h+tau),30788
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,8,670,threshold_q0_0.0_qth_0.15,256,256,128,256,128,256,128,2800,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_fair,2,8,C_base+4n+2r(c+sigma+h+tau)+2(h+tau),18500
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,8,670,threshold_q0_0.0_qth_0.15,256,256,128,256,128,256,128,2800,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_fair,4,4,C_base+4n+2r(c+sigma+h+tau)+2(h+tau),12356
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,8,670,threshold_q0_0.0_qth_0.15,256,256,128,256,128,256,128,2800,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_fair,8,2,C_base+4n+2r(c+sigma+h+tau)+2(h+tau),9284
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,16,670,threshold_q0_0.0_qth_0.15,256,256,128,256,128,256,128,2894,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,original_AQD,,,rho+D_dec+4n+2d_H,3726
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,16,670,threshold_q0_0.0_qth_0.15,256,256,128,256,128,256,128,2894,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_basic,,,2nu+6(h+tau)+4n+D_dec+2ceil(log2(n+ell+1)),5538
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,16,670,threshold_q0_0.0_qth_0.15,256,256,128,256,128,256,128,2894,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_fair,1,32,C_base+4n+2r(c+sigma+h+tau)+2(h+tau),55522
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,16,670,threshold_q0_0.0_qth_0.15,256,256,128,256,128,256,128,2894,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_fair,2,16,C_base+4n+2r(c+sigma+h+tau)+2(h+tau),30946
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,16,670,threshold_q0_0.0_qth_0.15,256,256,128,256,128,256,128,2894,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_fair,4,8,C_base+4n+2r(c+sigma+h+tau)+2(h+tau),18658
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,16,670,threshold_q0_0.0_qth_0.15,256,256,128,256,128,256,128,2894,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_fair,8,4,C_base+4n+2r(c+sigma+h+tau)+2(h+tau),12514
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,32,670,threshold_q0_0.0_qth_0.15,256,256,128,256,128,256,128,3048,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,original_AQD,,,rho+D_dec+4n+2d_H,3944
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,32,670,threshold_q0_0.0_qth_0.15,256,256,128,256,128,256,128,3048,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_basic,,,2nu+6(h+tau)+4n+D_dec+2ceil(log2(n+ell+1)),5756
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,32,670,threshold_q0_0.0_qth_0.15,256,256,128,256,128,256,128,3048,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_fair,1,64,C_base+4n+2r(c+sigma+h+tau)+2(h+tau),104956
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,32,670,threshold_q0_0.0_qth_0.15,256,256,128,256,128,256,128,3048,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_fair,2,32,C_base+4n+2r(c+sigma+h+tau)+2(h+tau),55804
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,32,670,threshold_q0_0.0_qth_0.15,256,256,128,256,128,256,128,3048,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_fair,4,16,C_base+4n+2r(c+sigma+h+tau)+2(h+tau),31228
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,32,670,threshold_q0_0.0_qth_0.15,256,256,128,256,128,256,128,3048,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_fair,8,8,C_base+4n+2r(c+sigma+h+tau)+2(h+tau),18940
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,1,59,threshold_q0_0.01_qth_0.05,256,256,128,256,128,256,128,248,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,original_AQD,,,rho+D_dec+4n+2d_H,1020
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,1,59,threshold_q0_0.01_qth_0.05,256,256,128,256,128,256,128,248,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_basic,,,2nu+6(h+tau)+4n+D_dec+2ceil(log2(n+ell+1)),2824
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,1,59,threshold_q0_0.01_qth_0.05,256,256,128,256,128,256,128,248,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_fair,1,2,C_base+4n+2r(c+sigma+h+tau)+2(h+tau),6668
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,1,59,threshold_q0_0.01_qth_0.05,256,256,128,256,128,256,128,248,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_fair,2,1,C_base+4n+2r(c+sigma+h+tau)+2(h+tau),5132
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,2,59,threshold_q0_0.01_qth_0.05,256,256,128,256,128,256,128,258,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,original_AQD,,,rho+D_dec+4n+2d_H,1034
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,2,59,threshold_q0_0.01_qth_0.05,256,256,128,256,128,256,128,258,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_basic,,,2nu+6(h+tau)+4n+D_dec+2ceil(log2(n+ell+1)),2838
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,2,59,threshold_q0_0.01_qth_0.05,256,256,128,256,128,256,128,258,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_fair,1,4,C_base+4n+2r(c+sigma+h+tau)+2(h+tau),9758
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,2,59,threshold_q0_0.01_qth_0.05,256,256,128,256,128,256,128,258,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_fair,2,2,C_base+4n+2r(c+sigma+h+tau)+2(h+tau),6686
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,2,59,threshold_q0_0.01_qth_0.05,256,256,128,256,128,256,128,258,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_fair,4,1,C_base+4n+2r(c+sigma+h+tau)+2(h+tau),5150
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,4,59,threshold_q0_0.01_qth_0.05,256,256,128,256,128,256,128,276,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,original_AQD,,,rho+D_dec+4n+2d_H,1060
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,4,59,threshold_q0_0.01_qth_0.05,256,256,128,256,128,256,128,276,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_basic,,,2nu+6(h+tau)+4n+D_dec+2ceil(log2(n+ell+1)),2864
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,4,59,threshold_q0_0.01_qth_0.05,256,256,128,256,128,256,128,276,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_fair,1,8,C_base+4n+2r(c+sigma+h+tau)+2(h+tau),15936
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,4,59,threshold_q0_0.01_qth_0.05,256,256,128,256,128,256,128,276,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_fair,2,4,C_base+4n+2r(c+sigma+h+tau)+2(h+tau),9792
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,4,59,threshold_q0_0.01_qth_0.05,256,256,128,256,128,256,128,276,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_fair,4,2,C_base+4n+2r(c+sigma+h+tau)+2(h+tau),6720
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,4,59,threshold_q0_0.01_qth_0.05,256,256,128,256,128,256,128,276,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_fair,8,1,C_base+4n+2r(c+sigma+h+tau)+2(h+tau),5184
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,8,59,threshold_q0_0.01_qth_0.05,256,256,128,256,128,256,128,302,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,original_AQD,,,rho+D_dec+4n+2d_H,1102
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,8,59,threshold_q0_0.01_qth_0.05,256,256,128,256,128,256,128,302,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_basic,,,2nu+6(h+tau)+4n+D_dec+2ceil(log2(n+ell+1)),2908
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,8,59,threshold_q0_0.01_qth_0.05,256,256,128,256,128,256,128,302,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_fair,1,16,C_base+4n+2r(c+sigma+h+tau)+2(h+tau),28284
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,8,59,threshold_q0_0.01_qth_0.05,256,256,128,256,128,256,128,302,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_fair,2,8,C_base+4n+2r(c+sigma+h+tau)+2(h+tau),15996
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,8,59,threshold_q0_0.01_qth_0.05,256,256,128,256,128,256,128,302,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_fair,4,4,C_base+4n+2r(c+sigma+h+tau)+2(h+tau),9852
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,8,59,threshold_q0_0.01_qth_0.05,256,256,128,256,128,256,128,302,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_fair,8,2,C_base+4n+2r(c+sigma+h+tau)+2(h+tau),6780
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,16,59,threshold_q0_0.01_qth_0.05,256,256,128,256,128,256,128,342,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,original_AQD,,,rho+D_dec+4n+2d_H,1174
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,16,59,threshold_q0_0.01_qth_0.05,256,256,128,256,128,256,128,342,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_basic,,,2nu+6(h+tau)+4n+D_dec+2ceil(log2(n+ell+1)),2980
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,16,59,threshold_q0_0.01_qth_0.05,256,256,128,256,128,256,128,342,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_fair,1,32,C_base+4n+2r(c+sigma+h+tau)+2(h+tau),52964
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,16,59,threshold_q0_0.01_qth_0.05,256,256,128,256,128,256,128,342,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_fair,2,16,C_base+4n+2r(c+sigma+h+tau)+2(h+tau),28388
paper_analytic_benchmark_parameter_set,benchmark_not_protocol_inherent,16,59,threshold_q0_0.01_qth_0.05,256,256,128,256,128,256,128,342,False,paper symbolic formula plus explicitly labelled benchmark_parameter_set,IAQD_fair,4,8,C_base+4n+2r(c+sigma+h+tau)+2(h+tau),16100
