profile,initial_state,alice_message,bob_message,single_qubit_error,two_qubit_error,readout_error,noise_class,affected_operations,shots,bell_label_recovery_rate,alice_decode_rate,bob_decode_rate,acceptance_rate,honest_false_abort
high,phi1,10,01,0.005,0.03,0.05,C_gate_and_measurement,"h,x,y,z,s,sdg,cx,cz,measure",8192,0.38330078125,0.38330078125,0.38330078125,0.38330078125,0.61669921875
high,phi1,10,10,0.005,0.03,0.05,C_gate_and_measurement,"h,x,y,z,s,sdg,cx,cz,measure",8192,0.376708984375,0.376708984375,0.376708984375,0.376708984375,0.623291015625
high,phi1,10,11,0.005,0.03,0.05,C_gate_and_measurement,"h,x,y,z,s,sdg,cx,cz,measure",8192,0.3790283203125,0.3790283203125,0.3790283203125,0.3790283203125,0.6209716796875
high,phi1,11,00,0.005,0.03,0.05,C_gate_and_measurement,"h,x,y,z,s,sdg,cx,cz,measure",8192,0.391845703125,0.391845703125,0.391845703125,0.391845703125,0.608154296875
high,phi1,11,01,0.005,0.03,0.05,C_gate_and_measurement,"h,x,y,z,s,sdg,cx,cz,measure",8192,0.3900146484375,0.3900146484375,0.3900146484375,0.3900146484375,0.6099853515625
high,phi1,11,10,0.005,0.03,0.05,C_gate_and_measurement,"h,x,y,z,s,sdg,cx,cz,measure",8192,0.38134765625,0.38134765625,0.38134765625,0.38134765625,0.61865234375
high,phi1,11,11,0.005,0.03,0.05,C_gate_and_measurement,"h,x,y,z,s,sdg,cx,cz,measure",8192,0.3880615234375,0.3880615234375,0.3880615234375,0.3880615234375,0.6119384765625
high,phi2,00,00,0.005,0.03,0.05,C_gate_and_measurement,"h,x,y,z,s,sdg,cx,cz,measure",8192,0.4039306640625,0.4039306640625,0.4039306640625,0.4039306640625,0.5960693359375
high,phi2,00,01,0.005,0.03,0.05,C_gate_and_measurement,"h,x,y,z,s,sdg,cx,cz,measure",8192,0.389892578125,0.389892578125,0.389892578125,0.389892578125,0.610107421875
high,phi2,00,10,0.005,0.03,0.05,C_gate_and_measurement,"h,x,y,z,s,sdg,cx,cz,measure",8192,0.399658203125,0.399658203125,0.399658203125,0.399658203125,0.600341796875
high,phi2,00,11,0.005,0.03,0.05,C_gate_and_measurement,"h,x,y,z,s,sdg,cx,cz,measure",8192,0.394775390625,0.394775390625,0.394775390625,0.394775390625,0.605224609375
high,phi2,01,00,0.005,0.03,0.05,C_gate_and_measurement,"h,x,y,z,s,sdg,cx,cz,measure",8192,0.38916015625,0.38916015625,0.38916015625,0.38916015625,0.61083984375
high,phi2,01,01,0.005,0.03,0.05,C_gate_and_measurement,"h,x,y,z,s,sdg,cx,cz,measure",8192,0.386474609375,0.386474609375,0.386474609375,0.386474609375,0.613525390625
high,phi2,01,10,0.005,0.03,0.05,C_gate_and_measurement,"h,x,y,z,s,sdg,cx,cz,measure",8192,0.39306640625,0.39306640625,0.39306640625,0.39306640625,0.60693359375
high,phi2,01,11,0.005,0.03,0.05,C_gate_and_measurement,"h,x,y,z,s,sdg,cx,cz,measure",8192,0.3834228515625,0.3834228515625,0.3834228515625,0.3834228515625,0.6165771484375
high,phi2,10,00,0.005,0.03,0.05,C_gate_and_measurement,"h,x,y,z,s,sdg,cx,cz,measure",8192,0.3900146484375,0.3900146484375,0.3900146484375,0.3900146484375,0.6099853515625
high,phi2,10,01,0.005,0.03,0.05,C_gate_and_measurement,"h,x,y,z,s,sdg,cx,cz,measure",8192,0.392822265625,0.392822265625,0.392822265625,0.392822265625,0.607177734375
high,phi2,10,10,0.005,0.03,0.05,C_gate_and_measurement,"h,x,y,z,s,sdg,cx,cz,measure",8192,0.3916015625,0.3916015625,0.3916015625,0.3916015625,0.6083984375
high,phi2,10,11,0.005,0.03,0.05,C_gate_and_measurement,"h,x,y,z,s,sdg,cx,cz,measure",8192,0.394287109375,0.394287109375,0.394287109375,0.394287109375,0.605712890625
high,phi2,11,00,0.005,0.03,0.05,C_gate_and_measurement,"h,x,y,z,s,sdg,cx,cz,measure",8192,0.392822265625,0.392822265625,0.392822265625,0.392822265625,0.607177734375
high,phi2,11,01,0.005,0.03,0.05,C_gate_and_measurement,"h,x,y,z,s,sdg,cx,cz,measure",8192,0.3907470703125,0.3907470703125,0.3907470703125,0.3907470703125,0.6092529296875
high,phi2,11,10,0.005,0.03,0.05,C_gate_and_measurement,"h,x,y,z,s,sdg,cx,cz,measure",8192,0.395751953125,0.395751953125,0.395751953125,0.395751953125,0.604248046875
high,phi2,11,11,0.005,0.03,0.05,C_gate_and_measurement,"h,x,y,z,s,sdg,cx,cz,measure",8192,0.3834228515625,0.3834228515625,0.3834228515625,0.3834228515625,0.6165771484375
