configuration,configuration_class,n_blocks,message_length_bits,lambda_bits,corrupted_party,initial_leader,k,pmax_reach_abs_lead_ge_k,enumeration_reachable,enumerated_maximum_lead,query_log
corrupt_alice_leader_alice_n4_lambda1,paper_main,4,8,1,alice,alice,0,1.0,True,1,e6_corrupt_alice_leader_alice_n4_lambda1_lead_ge_00_v6.log
corrupt_alice_leader_alice_n4_lambda1,paper_main,4,8,1,alice,alice,1,1.0,True,1,e6_corrupt_alice_leader_alice_n4_lambda1_lead_ge_01_v6.log
corrupt_alice_leader_alice_n4_lambda1,paper_main,4,8,1,alice,alice,2,0.0,False,1,e6_corrupt_alice_leader_alice_n4_lambda1_lead_ge_02_v6.log
corrupt_alice_leader_alice_n4_lambda1,paper_main,4,8,1,alice,alice,3,0.0,False,1,e6_corrupt_alice_leader_alice_n4_lambda1_lead_ge_03_v6.log
corrupt_alice_leader_alice_n4_lambda1,paper_main,4,8,1,alice,alice,4,0.0,False,1,e6_corrupt_alice_leader_alice_n4_lambda1_lead_ge_04_v6.log
corrupt_alice_leader_alice_n4_lambda1,paper_main,4,8,1,alice,alice,5,0.0,False,1,e6_corrupt_alice_leader_alice_n4_lambda1_lead_ge_05_v6.log
corrupt_alice_leader_alice_n4_lambda1,paper_main,4,8,1,alice,alice,6,0.0,False,1,e6_corrupt_alice_leader_alice_n4_lambda1_lead_ge_06_v6.log
corrupt_alice_leader_alice_n4_lambda1,paper_main,4,8,1,alice,alice,7,0.0,False,1,e6_corrupt_alice_leader_alice_n4_lambda1_lead_ge_07_v6.log
corrupt_alice_leader_alice_n4_lambda1,paper_main,4,8,1,alice,alice,8,0.0,False,1,e6_corrupt_alice_leader_alice_n4_lambda1_lead_ge_08_v6.log
corrupt_alice_leader_alice_n4_lambda2,paper_main,4,8,2,alice,alice,0,1.0,True,2,e6_corrupt_alice_leader_alice_n4_lambda2_lead_ge_00_v6.log
corrupt_alice_leader_alice_n4_lambda2,paper_main,4,8,2,alice,alice,1,1.0,True,2,e6_corrupt_alice_leader_alice_n4_lambda2_lead_ge_01_v6.log
corrupt_alice_leader_alice_n4_lambda2,paper_main,4,8,2,alice,alice,2,1.0,True,2,e6_corrupt_alice_leader_alice_n4_lambda2_lead_ge_02_v6.log
corrupt_alice_leader_alice_n4_lambda2,paper_main,4,8,2,alice,alice,3,0.0,False,2,e6_corrupt_alice_leader_alice_n4_lambda2_lead_ge_03_v6.log
corrupt_alice_leader_alice_n4_lambda2,paper_main,4,8,2,alice,alice,4,0.0,False,2,e6_corrupt_alice_leader_alice_n4_lambda2_lead_ge_04_v6.log
corrupt_alice_leader_alice_n4_lambda2,paper_main,4,8,2,alice,alice,5,0.0,False,2,e6_corrupt_alice_leader_alice_n4_lambda2_lead_ge_05_v6.log
corrupt_alice_leader_alice_n4_lambda2,paper_main,4,8,2,alice,alice,6,0.0,False,2,e6_corrupt_alice_leader_alice_n4_lambda2_lead_ge_06_v6.log
corrupt_alice_leader_alice_n4_lambda2,paper_main,4,8,2,alice,alice,7,0.0,False,2,e6_corrupt_alice_leader_alice_n4_lambda2_lead_ge_07_v6.log
corrupt_alice_leader_alice_n4_lambda2,paper_main,4,8,2,alice,alice,8,0.0,False,2,e6_corrupt_alice_leader_alice_n4_lambda2_lead_ge_08_v6.log
corrupt_alice_leader_alice_n4_lambda4,paper_main,4,8,4,alice,alice,0,1.0,True,4,e6_corrupt_alice_leader_alice_n4_lambda4_lead_ge_00_v6.log
corrupt_alice_leader_alice_n4_lambda4,paper_main,4,8,4,alice,alice,1,1.0,True,4,e6_corrupt_alice_leader_alice_n4_lambda4_lead_ge_01_v6.log
corrupt_alice_leader_alice_n4_lambda4,paper_main,4,8,4,alice,alice,2,1.0,True,4,e6_corrupt_alice_leader_alice_n4_lambda4_lead_ge_02_v6.log
corrupt_alice_leader_alice_n4_lambda4,paper_main,4,8,4,alice,alice,3,1.0,True,4,e6_corrupt_alice_leader_alice_n4_lambda4_lead_ge_03_v6.log
corrupt_alice_leader_alice_n4_lambda4,paper_main,4,8,4,alice,alice,4,1.0,True,4,e6_corrupt_alice_leader_alice_n4_lambda4_lead_ge_04_v6.log
corrupt_alice_leader_alice_n4_lambda4,paper_main,4,8,4,alice,alice,5,0.0,False,4,e6_corrupt_alice_leader_alice_n4_lambda4_lead_ge_05_v6.log
corrupt_alice_leader_alice_n4_lambda4,paper_main,4,8,4,alice,alice,6,0.0,False,4,e6_corrupt_alice_leader_alice_n4_lambda4_lead_ge_06_v6.log
corrupt_alice_leader_alice_n4_lambda4,paper_main,4,8,4,alice,alice,7,0.0,False,4,e6_corrupt_alice_leader_alice_n4_lambda4_lead_ge_07_v6.log
corrupt_alice_leader_alice_n4_lambda4,paper_main,4,8,4,alice,alice,8,0.0,False,4,e6_corrupt_alice_leader_alice_n4_lambda4_lead_ge_08_v6.log
corrupt_alice_leader_alice_n4_lambda8,paper_main,4,8,8,alice,alice,0,1.0,True,8,e6_corrupt_alice_leader_alice_n4_lambda8_lead_ge_00_v6.log
corrupt_alice_leader_alice_n4_lambda8,paper_main,4,8,8,alice,alice,1,1.0,True,8,e6_corrupt_alice_leader_alice_n4_lambda8_lead_ge_01_v6.log
corrupt_alice_leader_alice_n4_lambda8,paper_main,4,8,8,alice,alice,2,1.0,True,8,e6_corrupt_alice_leader_alice_n4_lambda8_lead_ge_02_v6.log
corrupt_alice_leader_alice_n4_lambda8,paper_main,4,8,8,alice,alice,3,1.0,True,8,e6_corrupt_alice_leader_alice_n4_lambda8_lead_ge_03_v6.log
corrupt_alice_leader_alice_n4_lambda8,paper_main,4,8,8,alice,alice,4,1.0,True,8,e6_corrupt_alice_leader_alice_n4_lambda8_lead_ge_04_v6.log
corrupt_alice_leader_alice_n4_lambda8,paper_main,4,8,8,alice,alice,5,1.0,True,8,e6_corrupt_alice_leader_alice_n4_lambda8_lead_ge_05_v6.log
corrupt_alice_leader_alice_n4_lambda8,paper_main,4,8,8,alice,alice,6,1.0,True,8,e6_corrupt_alice_leader_alice_n4_lambda8_lead_ge_06_v6.log
corrupt_alice_leader_alice_n4_lambda8,paper_main,4,8,8,alice,alice,7,1.0,True,8,e6_corrupt_alice_leader_alice_n4_lambda8_lead_ge_07_v6.log
corrupt_alice_leader_alice_n4_lambda8,paper_main,4,8,8,alice,alice,8,1.0,True,8,e6_corrupt_alice_leader_alice_n4_lambda8_lead_ge_08_v6.log
corrupt_alice_leader_alice_n8_lambda1,paper_main,8,16,1,alice,alice,0,1.0,True,1,e6_corrupt_alice_leader_alice_n8_lambda1_lead_ge_00_v6.log
corrupt_alice_leader_alice_n8_lambda1,paper_main,8,16,1,alice,alice,1,1.0,True,1,e6_corrupt_alice_leader_alice_n8_lambda1_lead_ge_01_v6.log
corrupt_alice_leader_alice_n8_lambda1,paper_main,8,16,1,alice,alice,2,0.0,False,1,e6_corrupt_alice_leader_alice_n8_lambda1_lead_ge_02_v6.log
corrupt_alice_leader_alice_n8_lambda1,paper_main,8,16,1,alice,alice,3,0.0,False,1,e6_corrupt_alice_leader_alice_n8_lambda1_lead_ge_03_v6.log
corrupt_alice_leader_alice_n8_lambda1,paper_main,8,16,1,alice,alice,4,0.0,False,1,e6_corrupt_alice_leader_alice_n8_lambda1_lead_ge_04_v6.log
corrupt_alice_leader_alice_n8_lambda1,paper_main,8,16,1,alice,alice,5,0.0,False,1,e6_corrupt_alice_leader_alice_n8_lambda1_lead_ge_05_v6.log
corrupt_alice_leader_alice_n8_lambda1,paper_main,8,16,1,alice,alice,6,0.0,False,1,e6_corrupt_alice_leader_alice_n8_lambda1_lead_ge_06_v6.log
corrupt_alice_leader_alice_n8_lambda1,paper_main,8,16,1,alice,alice,7,0.0,False,1,e6_corrupt_alice_leader_alice_n8_lambda1_lead_ge_07_v6.log
corrupt_alice_leader_alice_n8_lambda1,paper_main,8,16,1,alice,alice,8,0.0,False,1,e6_corrupt_alice_leader_alice_n8_lambda1_lead_ge_08_v6.log
corrupt_alice_leader_alice_n8_lambda1,paper_main,8,16,1,alice,alice,9,0.0,False,1,e6_corrupt_alice_leader_alice_n8_lambda1_lead_ge_09_v6.log
corrupt_alice_leader_alice_n8_lambda1,paper_main,8,16,1,alice,alice,10,0.0,False,1,e6_corrupt_alice_leader_alice_n8_lambda1_lead_ge_10_v6.log
corrupt_alice_leader_alice_n8_lambda1,paper_main,8,16,1,alice,alice,11,0.0,False,1,e6_corrupt_alice_leader_alice_n8_lambda1_lead_ge_11_v6.log
corrupt_alice_leader_alice_n8_lambda1,paper_main,8,16,1,alice,alice,12,0.0,False,1,e6_corrupt_alice_leader_alice_n8_lambda1_lead_ge_12_v6.log
corrupt_alice_leader_alice_n8_lambda1,paper_main,8,16,1,alice,alice,13,0.0,False,1,e6_corrupt_alice_leader_alice_n8_lambda1_lead_ge_13_v6.log
corrupt_alice_leader_alice_n8_lambda1,paper_main,8,16,1,alice,alice,14,0.0,False,1,e6_corrupt_alice_leader_alice_n8_lambda1_lead_ge_14_v6.log
corrupt_alice_leader_alice_n8_lambda1,paper_main,8,16,1,alice,alice,15,0.0,False,1,e6_corrupt_alice_leader_alice_n8_lambda1_lead_ge_15_v6.log
corrupt_alice_leader_alice_n8_lambda1,paper_main,8,16,1,alice,alice,16,0.0,False,1,e6_corrupt_alice_leader_alice_n8_lambda1_lead_ge_16_v6.log
corrupt_alice_leader_alice_n8_lambda2,paper_main,8,16,2,alice,alice,0,1.0,True,2,e6_corrupt_alice_leader_alice_n8_lambda2_lead_ge_00_v6.log
corrupt_alice_leader_alice_n8_lambda2,paper_main,8,16,2,alice,alice,1,1.0,True,2,e6_corrupt_alice_leader_alice_n8_lambda2_lead_ge_01_v6.log
corrupt_alice_leader_alice_n8_lambda2,paper_main,8,16,2,alice,alice,2,1.0,True,2,e6_corrupt_alice_leader_alice_n8_lambda2_lead_ge_02_v6.log
corrupt_alice_leader_alice_n8_lambda2,paper_main,8,16,2,alice,alice,3,0.0,False,2,e6_corrupt_alice_leader_alice_n8_lambda2_lead_ge_03_v6.log
corrupt_alice_leader_alice_n8_lambda2,paper_main,8,16,2,alice,alice,4,0.0,False,2,e6_corrupt_alice_leader_alice_n8_lambda2_lead_ge_04_v6.log
corrupt_alice_leader_alice_n8_lambda2,paper_main,8,16,2,alice,alice,5,0.0,False,2,e6_corrupt_alice_leader_alice_n8_lambda2_lead_ge_05_v6.log
corrupt_alice_leader_alice_n8_lambda2,paper_main,8,16,2,alice,alice,6,0.0,False,2,e6_corrupt_alice_leader_alice_n8_lambda2_lead_ge_06_v6.log
corrupt_alice_leader_alice_n8_lambda2,paper_main,8,16,2,alice,alice,7,0.0,False,2,e6_corrupt_alice_leader_alice_n8_lambda2_lead_ge_07_v6.log
corrupt_alice_leader_alice_n8_lambda2,paper_main,8,16,2,alice,alice,8,0.0,False,2,e6_corrupt_alice_leader_alice_n8_lambda2_lead_ge_08_v6.log
corrupt_alice_leader_alice_n8_lambda2,paper_main,8,16,2,alice,alice,9,0.0,False,2,e6_corrupt_alice_leader_alice_n8_lambda2_lead_ge_09_v6.log
corrupt_alice_leader_alice_n8_lambda2,paper_main,8,16,2,alice,alice,10,0.0,False,2,e6_corrupt_alice_leader_alice_n8_lambda2_lead_ge_10_v6.log
corrupt_alice_leader_alice_n8_lambda2,paper_main,8,16,2,alice,alice,11,0.0,False,2,e6_corrupt_alice_leader_alice_n8_lambda2_lead_ge_11_v6.log
corrupt_alice_leader_alice_n8_lambda2,paper_main,8,16,2,alice,alice,12,0.0,False,2,e6_corrupt_alice_leader_alice_n8_lambda2_lead_ge_12_v6.log
corrupt_alice_leader_alice_n8_lambda2,paper_main,8,16,2,alice,alice,13,0.0,False,2,e6_corrupt_alice_leader_alice_n8_lambda2_lead_ge_13_v6.log
corrupt_alice_leader_alice_n8_lambda2,paper_main,8,16,2,alice,alice,14,0.0,False,2,e6_corrupt_alice_leader_alice_n8_lambda2_lead_ge_14_v6.log
corrupt_alice_leader_alice_n8_lambda2,paper_main,8,16,2,alice,alice,15,0.0,False,2,e6_corrupt_alice_leader_alice_n8_lambda2_lead_ge_15_v6.log
corrupt_alice_leader_alice_n8_lambda2,paper_main,8,16,2,alice,alice,16,0.0,False,2,e6_corrupt_alice_leader_alice_n8_lambda2_lead_ge_16_v6.log
corrupt_alice_leader_alice_n8_lambda4,paper_main,8,16,4,alice,alice,0,1.0,True,4,e6_corrupt_alice_leader_alice_n8_lambda4_lead_ge_00_v6.log
corrupt_alice_leader_alice_n8_lambda4,paper_main,8,16,4,alice,alice,1,1.0,True,4,e6_corrupt_alice_leader_alice_n8_lambda4_lead_ge_01_v6.log
corrupt_alice_leader_alice_n8_lambda4,paper_main,8,16,4,alice,alice,2,1.0,True,4,e6_corrupt_alice_leader_alice_n8_lambda4_lead_ge_02_v6.log
corrupt_alice_leader_alice_n8_lambda4,paper_main,8,16,4,alice,alice,3,1.0,True,4,e6_corrupt_alice_leader_alice_n8_lambda4_lead_ge_03_v6.log
corrupt_alice_leader_alice_n8_lambda4,paper_main,8,16,4,alice,alice,4,1.0,True,4,e6_corrupt_alice_leader_alice_n8_lambda4_lead_ge_04_v6.log
corrupt_alice_leader_alice_n8_lambda4,paper_main,8,16,4,alice,alice,5,0.0,False,4,e6_corrupt_alice_leader_alice_n8_lambda4_lead_ge_05_v6.log
corrupt_alice_leader_alice_n8_lambda4,paper_main,8,16,4,alice,alice,6,0.0,False,4,e6_corrupt_alice_leader_alice_n8_lambda4_lead_ge_06_v6.log
corrupt_alice_leader_alice_n8_lambda4,paper_main,8,16,4,alice,alice,7,0.0,False,4,e6_corrupt_alice_leader_alice_n8_lambda4_lead_ge_07_v6.log
corrupt_alice_leader_alice_n8_lambda4,paper_main,8,16,4,alice,alice,8,0.0,False,4,e6_corrupt_alice_leader_alice_n8_lambda4_lead_ge_08_v6.log
corrupt_alice_leader_alice_n8_lambda4,paper_main,8,16,4,alice,alice,9,0.0,False,4,e6_corrupt_alice_leader_alice_n8_lambda4_lead_ge_09_v6.log
corrupt_alice_leader_alice_n8_lambda4,paper_main,8,16,4,alice,alice,10,0.0,False,4,e6_corrupt_alice_leader_alice_n8_lambda4_lead_ge_10_v6.log
corrupt_alice_leader_alice_n8_lambda4,paper_main,8,16,4,alice,alice,11,0.0,False,4,e6_corrupt_alice_leader_alice_n8_lambda4_lead_ge_11_v6.log
corrupt_alice_leader_alice_n8_lambda4,paper_main,8,16,4,alice,alice,12,0.0,False,4,e6_corrupt_alice_leader_alice_n8_lambda4_lead_ge_12_v6.log
corrupt_alice_leader_alice_n8_lambda4,paper_main,8,16,4,alice,alice,13,0.0,False,4,e6_corrupt_alice_leader_alice_n8_lambda4_lead_ge_13_v6.log
corrupt_alice_leader_alice_n8_lambda4,paper_main,8,16,4,alice,alice,14,0.0,False,4,e6_corrupt_alice_leader_alice_n8_lambda4_lead_ge_14_v6.log
corrupt_alice_leader_alice_n8_lambda4,paper_main,8,16,4,alice,alice,15,0.0,False,4,e6_corrupt_alice_leader_alice_n8_lambda4_lead_ge_15_v6.log
corrupt_alice_leader_alice_n8_lambda4,paper_main,8,16,4,alice,alice,16,0.0,False,4,e6_corrupt_alice_leader_alice_n8_lambda4_lead_ge_16_v6.log
corrupt_alice_leader_alice_n8_lambda8,paper_main,8,16,8,alice,alice,0,1.0,True,8,e6_corrupt_alice_leader_alice_n8_lambda8_lead_ge_00_v6.log
corrupt_alice_leader_alice_n8_lambda8,paper_main,8,16,8,alice,alice,1,1.0,True,8,e6_corrupt_alice_leader_alice_n8_lambda8_lead_ge_01_v6.log
corrupt_alice_leader_alice_n8_lambda8,paper_main,8,16,8,alice,alice,2,1.0,True,8,e6_corrupt_alice_leader_alice_n8_lambda8_lead_ge_02_v6.log
corrupt_alice_leader_alice_n8_lambda8,paper_main,8,16,8,alice,alice,3,1.0,True,8,e6_corrupt_alice_leader_alice_n8_lambda8_lead_ge_03_v6.log
corrupt_alice_leader_alice_n8_lambda8,paper_main,8,16,8,alice,alice,4,1.0,True,8,e6_corrupt_alice_leader_alice_n8_lambda8_lead_ge_04_v6.log
corrupt_alice_leader_alice_n8_lambda8,paper_main,8,16,8,alice,alice,5,1.0,True,8,e6_corrupt_alice_leader_alice_n8_lambda8_lead_ge_05_v6.log
corrupt_alice_leader_alice_n8_lambda8,paper_main,8,16,8,alice,alice,6,1.0,True,8,e6_corrupt_alice_leader_alice_n8_lambda8_lead_ge_06_v6.log
corrupt_alice_leader_alice_n8_lambda8,paper_main,8,16,8,alice,alice,7,1.0,True,8,e6_corrupt_alice_leader_alice_n8_lambda8_lead_ge_07_v6.log
corrupt_alice_leader_alice_n8_lambda8,paper_main,8,16,8,alice,alice,8,1.0,True,8,e6_corrupt_alice_leader_alice_n8_lambda8_lead_ge_08_v6.log
corrupt_alice_leader_alice_n8_lambda8,paper_main,8,16,8,alice,alice,9,0.0,False,8,e6_corrupt_alice_leader_alice_n8_lambda8_lead_ge_09_v6.log
corrupt_alice_leader_alice_n8_lambda8,paper_main,8,16,8,alice,alice,10,0.0,False,8,e6_corrupt_alice_leader_alice_n8_lambda8_lead_ge_10_v6.log
corrupt_alice_leader_alice_n8_lambda8,paper_main,8,16,8,alice,alice,11,0.0,False,8,e6_corrupt_alice_leader_alice_n8_lambda8_lead_ge_11_v6.log
corrupt_alice_leader_alice_n8_lambda8,paper_main,8,16,8,alice,alice,12,0.0,False,8,e6_corrupt_alice_leader_alice_n8_lambda8_lead_ge_12_v6.log
corrupt_alice_leader_alice_n8_lambda8,paper_main,8,16,8,alice,alice,13,0.0,False,8,e6_corrupt_alice_leader_alice_n8_lambda8_lead_ge_13_v6.log
corrupt_alice_leader_alice_n8_lambda8,paper_main,8,16,8,alice,alice,14,0.0,False,8,e6_corrupt_alice_leader_alice_n8_lambda8_lead_ge_14_v6.log
corrupt_alice_leader_alice_n8_lambda8,paper_main,8,16,8,alice,alice,15,0.0,False,8,e6_corrupt_alice_leader_alice_n8_lambda8_lead_ge_15_v6.log
corrupt_alice_leader_alice_n8_lambda8,paper_main,8,16,8,alice,alice,16,0.0,False,8,e6_corrupt_alice_leader_alice_n8_lambda8_lead_ge_16_v6.log
corrupt_alice_leader_alice_n16_lambda1,paper_main,16,32,1,alice,alice,0,1.0,True,1,e6_corrupt_alice_leader_alice_n16_lambda1_lead_ge_00_v6.log
corrupt_alice_leader_alice_n16_lambda1,paper_main,16,32,1,alice,alice,1,1.0,True,1,e6_corrupt_alice_leader_alice_n16_lambda1_lead_ge_01_v6.log
corrupt_alice_leader_alice_n16_lambda1,paper_main,16,32,1,alice,alice,2,0.0,False,1,e6_corrupt_alice_leader_alice_n16_lambda1_lead_ge_02_v6.log
corrupt_alice_leader_alice_n16_lambda1,paper_main,16,32,1,alice,alice,3,0.0,False,1,e6_corrupt_alice_leader_alice_n16_lambda1_lead_ge_03_v6.log
corrupt_alice_leader_alice_n16_lambda1,paper_main,16,32,1,alice,alice,4,0.0,False,1,e6_corrupt_alice_leader_alice_n16_lambda1_lead_ge_04_v6.log
corrupt_alice_leader_alice_n16_lambda1,paper_main,16,32,1,alice,alice,5,0.0,False,1,e6_corrupt_alice_leader_alice_n16_lambda1_lead_ge_05_v6.log
corrupt_alice_leader_alice_n16_lambda1,paper_main,16,32,1,alice,alice,6,0.0,False,1,e6_corrupt_alice_leader_alice_n16_lambda1_lead_ge_06_v6.log
corrupt_alice_leader_alice_n16_lambda1,paper_main,16,32,1,alice,alice,7,0.0,False,1,e6_corrupt_alice_leader_alice_n16_lambda1_lead_ge_07_v6.log
corrupt_alice_leader_alice_n16_lambda1,paper_main,16,32,1,alice,alice,8,0.0,False,1,e6_corrupt_alice_leader_alice_n16_lambda1_lead_ge_08_v6.log
corrupt_alice_leader_alice_n16_lambda1,paper_main,16,32,1,alice,alice,9,0.0,False,1,e6_corrupt_alice_leader_alice_n16_lambda1_lead_ge_09_v6.log
corrupt_alice_leader_alice_n16_lambda1,paper_main,16,32,1,alice,alice,10,0.0,False,1,e6_corrupt_alice_leader_alice_n16_lambda1_lead_ge_10_v6.log
corrupt_alice_leader_alice_n16_lambda1,paper_main,16,32,1,alice,alice,11,0.0,False,1,e6_corrupt_alice_leader_alice_n16_lambda1_lead_ge_11_v6.log
corrupt_alice_leader_alice_n16_lambda1,paper_main,16,32,1,alice,alice,12,0.0,False,1,e6_corrupt_alice_leader_alice_n16_lambda1_lead_ge_12_v6.log
corrupt_alice_leader_alice_n16_lambda1,paper_main,16,32,1,alice,alice,13,0.0,False,1,e6_corrupt_alice_leader_alice_n16_lambda1_lead_ge_13_v6.log
corrupt_alice_leader_alice_n16_lambda1,paper_main,16,32,1,alice,alice,14,0.0,False,1,e6_corrupt_alice_leader_alice_n16_lambda1_lead_ge_14_v6.log
corrupt_alice_leader_alice_n16_lambda1,paper_main,16,32,1,alice,alice,15,0.0,False,1,e6_corrupt_alice_leader_alice_n16_lambda1_lead_ge_15_v6.log
corrupt_alice_leader_alice_n16_lambda1,paper_main,16,32,1,alice,alice,16,0.0,False,1,e6_corrupt_alice_leader_alice_n16_lambda1_lead_ge_16_v6.log
corrupt_alice_leader_alice_n16_lambda1,paper_main,16,32,1,alice,alice,17,0.0,False,1,e6_corrupt_alice_leader_alice_n16_lambda1_lead_ge_17_v6.log
corrupt_alice_leader_alice_n16_lambda1,paper_main,16,32,1,alice,alice,18,0.0,False,1,e6_corrupt_alice_leader_alice_n16_lambda1_lead_ge_18_v6.log
corrupt_alice_leader_alice_n16_lambda1,paper_main,16,32,1,alice,alice,19,0.0,False,1,e6_corrupt_alice_leader_alice_n16_lambda1_lead_ge_19_v6.log
corrupt_alice_leader_alice_n16_lambda1,paper_main,16,32,1,alice,alice,20,0.0,False,1,e6_corrupt_alice_leader_alice_n16_lambda1_lead_ge_20_v6.log
corrupt_alice_leader_alice_n16_lambda1,paper_main,16,32,1,alice,alice,21,0.0,False,1,e6_corrupt_alice_leader_alice_n16_lambda1_lead_ge_21_v6.log
corrupt_alice_leader_alice_n16_lambda1,paper_main,16,32,1,alice,alice,22,0.0,False,1,e6_corrupt_alice_leader_alice_n16_lambda1_lead_ge_22_v6.log
corrupt_alice_leader_alice_n16_lambda1,paper_main,16,32,1,alice,alice,23,0.0,False,1,e6_corrupt_alice_leader_alice_n16_lambda1_lead_ge_23_v6.log
corrupt_alice_leader_alice_n16_lambda1,paper_main,16,32,1,alice,alice,24,0.0,False,1,e6_corrupt_alice_leader_alice_n16_lambda1_lead_ge_24_v6.log
corrupt_alice_leader_alice_n16_lambda1,paper_main,16,32,1,alice,alice,25,0.0,False,1,e6_corrupt_alice_leader_alice_n16_lambda1_lead_ge_25_v6.log
corrupt_alice_leader_alice_n16_lambda1,paper_main,16,32,1,alice,alice,26,0.0,False,1,e6_corrupt_alice_leader_alice_n16_lambda1_lead_ge_26_v6.log
corrupt_alice_leader_alice_n16_lambda1,paper_main,16,32,1,alice,alice,27,0.0,False,1,e6_corrupt_alice_leader_alice_n16_lambda1_lead_ge_27_v6.log
corrupt_alice_leader_alice_n16_lambda1,paper_main,16,32,1,alice,alice,28,0.0,False,1,e6_corrupt_alice_leader_alice_n16_lambda1_lead_ge_28_v6.log
corrupt_alice_leader_alice_n16_lambda1,paper_main,16,32,1,alice,alice,29,0.0,False,1,e6_corrupt_alice_leader_alice_n16_lambda1_lead_ge_29_v6.log
corrupt_alice_leader_alice_n16_lambda1,paper_main,16,32,1,alice,alice,30,0.0,False,1,e6_corrupt_alice_leader_alice_n16_lambda1_lead_ge_30_v6.log
corrupt_alice_leader_alice_n16_lambda1,paper_main,16,32,1,alice,alice,31,0.0,False,1,e6_corrupt_alice_leader_alice_n16_lambda1_lead_ge_31_v6.log
corrupt_alice_leader_alice_n16_lambda1,paper_main,16,32,1,alice,alice,32,0.0,False,1,e6_corrupt_alice_leader_alice_n16_lambda1_lead_ge_32_v6.log
corrupt_alice_leader_alice_n16_lambda2,paper_main,16,32,2,alice,alice,0,1.0,True,2,e6_corrupt_alice_leader_alice_n16_lambda2_lead_ge_00_v6.log
corrupt_alice_leader_alice_n16_lambda2,paper_main,16,32,2,alice,alice,1,1.0,True,2,e6_corrupt_alice_leader_alice_n16_lambda2_lead_ge_01_v6.log
corrupt_alice_leader_alice_n16_lambda2,paper_main,16,32,2,alice,alice,2,1.0,True,2,e6_corrupt_alice_leader_alice_n16_lambda2_lead_ge_02_v6.log
corrupt_alice_leader_alice_n16_lambda2,paper_main,16,32,2,alice,alice,3,0.0,False,2,e6_corrupt_alice_leader_alice_n16_lambda2_lead_ge_03_v6.log
corrupt_alice_leader_alice_n16_lambda2,paper_main,16,32,2,alice,alice,4,0.0,False,2,e6_corrupt_alice_leader_alice_n16_lambda2_lead_ge_04_v6.log
corrupt_alice_leader_alice_n16_lambda2,paper_main,16,32,2,alice,alice,5,0.0,False,2,e6_corrupt_alice_leader_alice_n16_lambda2_lead_ge_05_v6.log
corrupt_alice_leader_alice_n16_lambda2,paper_main,16,32,2,alice,alice,6,0.0,False,2,e6_corrupt_alice_leader_alice_n16_lambda2_lead_ge_06_v6.log
corrupt_alice_leader_alice_n16_lambda2,paper_main,16,32,2,alice,alice,7,0.0,False,2,e6_corrupt_alice_leader_alice_n16_lambda2_lead_ge_07_v6.log
corrupt_alice_leader_alice_n16_lambda2,paper_main,16,32,2,alice,alice,8,0.0,False,2,e6_corrupt_alice_leader_alice_n16_lambda2_lead_ge_08_v6.log
corrupt_alice_leader_alice_n16_lambda2,paper_main,16,32,2,alice,alice,9,0.0,False,2,e6_corrupt_alice_leader_alice_n16_lambda2_lead_ge_09_v6.log
corrupt_alice_leader_alice_n16_lambda2,paper_main,16,32,2,alice,alice,10,0.0,False,2,e6_corrupt_alice_leader_alice_n16_lambda2_lead_ge_10_v6.log
corrupt_alice_leader_alice_n16_lambda2,paper_main,16,32,2,alice,alice,11,0.0,False,2,e6_corrupt_alice_leader_alice_n16_lambda2_lead_ge_11_v6.log
corrupt_alice_leader_alice_n16_lambda2,paper_main,16,32,2,alice,alice,12,0.0,False,2,e6_corrupt_alice_leader_alice_n16_lambda2_lead_ge_12_v6.log
corrupt_alice_leader_alice_n16_lambda2,paper_main,16,32,2,alice,alice,13,0.0,False,2,e6_corrupt_alice_leader_alice_n16_lambda2_lead_ge_13_v6.log
corrupt_alice_leader_alice_n16_lambda2,paper_main,16,32,2,alice,alice,14,0.0,False,2,e6_corrupt_alice_leader_alice_n16_lambda2_lead_ge_14_v6.log
corrupt_alice_leader_alice_n16_lambda2,paper_main,16,32,2,alice,alice,15,0.0,False,2,e6_corrupt_alice_leader_alice_n16_lambda2_lead_ge_15_v6.log
corrupt_alice_leader_alice_n16_lambda2,paper_main,16,32,2,alice,alice,16,0.0,False,2,e6_corrupt_alice_leader_alice_n16_lambda2_lead_ge_16_v6.log
corrupt_alice_leader_alice_n16_lambda2,paper_main,16,32,2,alice,alice,17,0.0,False,2,e6_corrupt_alice_leader_alice_n16_lambda2_lead_ge_17_v6.log
corrupt_alice_leader_alice_n16_lambda2,paper_main,16,32,2,alice,alice,18,0.0,False,2,e6_corrupt_alice_leader_alice_n16_lambda2_lead_ge_18_v6.log
corrupt_alice_leader_alice_n16_lambda2,paper_main,16,32,2,alice,alice,19,0.0,False,2,e6_corrupt_alice_leader_alice_n16_lambda2_lead_ge_19_v6.log
corrupt_alice_leader_alice_n16_lambda2,paper_main,16,32,2,alice,alice,20,0.0,False,2,e6_corrupt_alice_leader_alice_n16_lambda2_lead_ge_20_v6.log
corrupt_alice_leader_alice_n16_lambda2,paper_main,16,32,2,alice,alice,21,0.0,False,2,e6_corrupt_alice_leader_alice_n16_lambda2_lead_ge_21_v6.log
