configuration,configuration_class,n_blocks,message_length_bits,lambda_bits,corrupted_party,initial_leader,k,pmax_reach_abs_lead_ge_k,enumeration_reachable,enumerated_maximum_lead,query_log
corrupt_bob_leader_bob_n16_lambda2,paper_main,16,32,2,bob,bob,17,0.0,False,2,e6_corrupt_bob_leader_bob_n16_lambda2_lead_ge_17_v6.log
corrupt_bob_leader_bob_n16_lambda2,paper_main,16,32,2,bob,bob,18,0.0,False,2,e6_corrupt_bob_leader_bob_n16_lambda2_lead_ge_18_v6.log
corrupt_bob_leader_bob_n16_lambda2,paper_main,16,32,2,bob,bob,19,0.0,False,2,e6_corrupt_bob_leader_bob_n16_lambda2_lead_ge_19_v6.log
corrupt_bob_leader_bob_n16_lambda2,paper_main,16,32,2,bob,bob,20,0.0,False,2,e6_corrupt_bob_leader_bob_n16_lambda2_lead_ge_20_v6.log
corrupt_bob_leader_bob_n16_lambda2,paper_main,16,32,2,bob,bob,21,0.0,False,2,e6_corrupt_bob_leader_bob_n16_lambda2_lead_ge_21_v6.log
corrupt_bob_leader_bob_n16_lambda2,paper_main,16,32,2,bob,bob,22,0.0,False,2,e6_corrupt_bob_leader_bob_n16_lambda2_lead_ge_22_v6.log
corrupt_bob_leader_bob_n16_lambda2,paper_main,16,32,2,bob,bob,23,0.0,False,2,e6_corrupt_bob_leader_bob_n16_lambda2_lead_ge_23_v6.log
corrupt_bob_leader_bob_n16_lambda2,paper_main,16,32,2,bob,bob,24,0.0,False,2,e6_corrupt_bob_leader_bob_n16_lambda2_lead_ge_24_v6.log
corrupt_bob_leader_bob_n16_lambda2,paper_main,16,32,2,bob,bob,25,0.0,False,2,e6_corrupt_bob_leader_bob_n16_lambda2_lead_ge_25_v6.log
corrupt_bob_leader_bob_n16_lambda2,paper_main,16,32,2,bob,bob,26,0.0,False,2,e6_corrupt_bob_leader_bob_n16_lambda2_lead_ge_26_v6.log
corrupt_bob_leader_bob_n16_lambda2,paper_main,16,32,2,bob,bob,27,0.0,False,2,e6_corrupt_bob_leader_bob_n16_lambda2_lead_ge_27_v6.log
corrupt_bob_leader_bob_n16_lambda2,paper_main,16,32,2,bob,bob,28,0.0,False,2,e6_corrupt_bob_leader_bob_n16_lambda2_lead_ge_28_v6.log
corrupt_bob_leader_bob_n16_lambda2,paper_main,16,32,2,bob,bob,29,0.0,False,2,e6_corrupt_bob_leader_bob_n16_lambda2_lead_ge_29_v6.log
corrupt_bob_leader_bob_n16_lambda2,paper_main,16,32,2,bob,bob,30,0.0,False,2,e6_corrupt_bob_leader_bob_n16_lambda2_lead_ge_30_v6.log
corrupt_bob_leader_bob_n16_lambda2,paper_main,16,32,2,bob,bob,31,0.0,False,2,e6_corrupt_bob_leader_bob_n16_lambda2_lead_ge_31_v6.log
corrupt_bob_leader_bob_n16_lambda2,paper_main,16,32,2,bob,bob,32,0.0,False,2,e6_corrupt_bob_leader_bob_n16_lambda2_lead_ge_32_v6.log
corrupt_bob_leader_bob_n16_lambda4,paper_main,16,32,4,bob,bob,0,1.0,True,4,e6_corrupt_bob_leader_bob_n16_lambda4_lead_ge_00_v6.log
corrupt_bob_leader_bob_n16_lambda4,paper_main,16,32,4,bob,bob,1,1.0,True,4,e6_corrupt_bob_leader_bob_n16_lambda4_lead_ge_01_v6.log
corrupt_bob_leader_bob_n16_lambda4,paper_main,16,32,4,bob,bob,2,1.0,True,4,e6_corrupt_bob_leader_bob_n16_lambda4_lead_ge_02_v6.log
corrupt_bob_leader_bob_n16_lambda4,paper_main,16,32,4,bob,bob,3,1.0,True,4,e6_corrupt_bob_leader_bob_n16_lambda4_lead_ge_03_v6.log
corrupt_bob_leader_bob_n16_lambda4,paper_main,16,32,4,bob,bob,4,1.0,True,4,e6_corrupt_bob_leader_bob_n16_lambda4_lead_ge_04_v6.log
corrupt_bob_leader_bob_n16_lambda4,paper_main,16,32,4,bob,bob,5,0.0,False,4,e6_corrupt_bob_leader_bob_n16_lambda4_lead_ge_05_v6.log
corrupt_bob_leader_bob_n16_lambda4,paper_main,16,32,4,bob,bob,6,0.0,False,4,e6_corrupt_bob_leader_bob_n16_lambda4_lead_ge_06_v6.log
corrupt_bob_leader_bob_n16_lambda4,paper_main,16,32,4,bob,bob,7,0.0,False,4,e6_corrupt_bob_leader_bob_n16_lambda4_lead_ge_07_v6.log
corrupt_bob_leader_bob_n16_lambda4,paper_main,16,32,4,bob,bob,8,0.0,False,4,e6_corrupt_bob_leader_bob_n16_lambda4_lead_ge_08_v6.log
corrupt_bob_leader_bob_n16_lambda4,paper_main,16,32,4,bob,bob,9,0.0,False,4,e6_corrupt_bob_leader_bob_n16_lambda4_lead_ge_09_v6.log
corrupt_bob_leader_bob_n16_lambda4,paper_main,16,32,4,bob,bob,10,0.0,False,4,e6_corrupt_bob_leader_bob_n16_lambda4_lead_ge_10_v6.log
corrupt_bob_leader_bob_n16_lambda4,paper_main,16,32,4,bob,bob,11,0.0,False,4,e6_corrupt_bob_leader_bob_n16_lambda4_lead_ge_11_v6.log
corrupt_bob_leader_bob_n16_lambda4,paper_main,16,32,4,bob,bob,12,0.0,False,4,e6_corrupt_bob_leader_bob_n16_lambda4_lead_ge_12_v6.log
corrupt_bob_leader_bob_n16_lambda4,paper_main,16,32,4,bob,bob,13,0.0,False,4,e6_corrupt_bob_leader_bob_n16_lambda4_lead_ge_13_v6.log
corrupt_bob_leader_bob_n16_lambda4,paper_main,16,32,4,bob,bob,14,0.0,False,4,e6_corrupt_bob_leader_bob_n16_lambda4_lead_ge_14_v6.log
corrupt_bob_leader_bob_n16_lambda4,paper_main,16,32,4,bob,bob,15,0.0,False,4,e6_corrupt_bob_leader_bob_n16_lambda4_lead_ge_15_v6.log
corrupt_bob_leader_bob_n16_lambda4,paper_main,16,32,4,bob,bob,16,0.0,False,4,e6_corrupt_bob_leader_bob_n16_lambda4_lead_ge_16_v6.log
corrupt_bob_leader_bob_n16_lambda4,paper_main,16,32,4,bob,bob,17,0.0,False,4,e6_corrupt_bob_leader_bob_n16_lambda4_lead_ge_17_v6.log
corrupt_bob_leader_bob_n16_lambda4,paper_main,16,32,4,bob,bob,18,0.0,False,4,e6_corrupt_bob_leader_bob_n16_lambda4_lead_ge_18_v6.log
corrupt_bob_leader_bob_n16_lambda4,paper_main,16,32,4,bob,bob,19,0.0,False,4,e6_corrupt_bob_leader_bob_n16_lambda4_lead_ge_19_v6.log
corrupt_bob_leader_bob_n16_lambda4,paper_main,16,32,4,bob,bob,20,0.0,False,4,e6_corrupt_bob_leader_bob_n16_lambda4_lead_ge_20_v6.log
corrupt_bob_leader_bob_n16_lambda4,paper_main,16,32,4,bob,bob,21,0.0,False,4,e6_corrupt_bob_leader_bob_n16_lambda4_lead_ge_21_v6.log
corrupt_bob_leader_bob_n16_lambda4,paper_main,16,32,4,bob,bob,22,0.0,False,4,e6_corrupt_bob_leader_bob_n16_lambda4_lead_ge_22_v6.log
corrupt_bob_leader_bob_n16_lambda4,paper_main,16,32,4,bob,bob,23,0.0,False,4,e6_corrupt_bob_leader_bob_n16_lambda4_lead_ge_23_v6.log
corrupt_bob_leader_bob_n16_lambda4,paper_main,16,32,4,bob,bob,24,0.0,False,4,e6_corrupt_bob_leader_bob_n16_lambda4_lead_ge_24_v6.log
corrupt_bob_leader_bob_n16_lambda4,paper_main,16,32,4,bob,bob,25,0.0,False,4,e6_corrupt_bob_leader_bob_n16_lambda4_lead_ge_25_v6.log
corrupt_bob_leader_bob_n16_lambda4,paper_main,16,32,4,bob,bob,26,0.0,False,4,e6_corrupt_bob_leader_bob_n16_lambda4_lead_ge_26_v6.log
corrupt_bob_leader_bob_n16_lambda4,paper_main,16,32,4,bob,bob,27,0.0,False,4,e6_corrupt_bob_leader_bob_n16_lambda4_lead_ge_27_v6.log
corrupt_bob_leader_bob_n16_lambda4,paper_main,16,32,4,bob,bob,28,0.0,False,4,e6_corrupt_bob_leader_bob_n16_lambda4_lead_ge_28_v6.log
corrupt_bob_leader_bob_n16_lambda4,paper_main,16,32,4,bob,bob,29,0.0,False,4,e6_corrupt_bob_leader_bob_n16_lambda4_lead_ge_29_v6.log
corrupt_bob_leader_bob_n16_lambda4,paper_main,16,32,4,bob,bob,30,0.0,False,4,e6_corrupt_bob_leader_bob_n16_lambda4_lead_ge_30_v6.log
corrupt_bob_leader_bob_n16_lambda4,paper_main,16,32,4,bob,bob,31,0.0,False,4,e6_corrupt_bob_leader_bob_n16_lambda4_lead_ge_31_v6.log
corrupt_bob_leader_bob_n16_lambda4,paper_main,16,32,4,bob,bob,32,0.0,False,4,e6_corrupt_bob_leader_bob_n16_lambda4_lead_ge_32_v6.log
corrupt_bob_leader_bob_n16_lambda8,paper_main,16,32,8,bob,bob,0,1.0,True,8,e6_corrupt_bob_leader_bob_n16_lambda8_lead_ge_00_v6.log
corrupt_bob_leader_bob_n16_lambda8,paper_main,16,32,8,bob,bob,1,1.0,True,8,e6_corrupt_bob_leader_bob_n16_lambda8_lead_ge_01_v6.log
corrupt_bob_leader_bob_n16_lambda8,paper_main,16,32,8,bob,bob,2,1.0,True,8,e6_corrupt_bob_leader_bob_n16_lambda8_lead_ge_02_v6.log
corrupt_bob_leader_bob_n16_lambda8,paper_main,16,32,8,bob,bob,3,1.0,True,8,e6_corrupt_bob_leader_bob_n16_lambda8_lead_ge_03_v6.log
corrupt_bob_leader_bob_n16_lambda8,paper_main,16,32,8,bob,bob,4,1.0,True,8,e6_corrupt_bob_leader_bob_n16_lambda8_lead_ge_04_v6.log
corrupt_bob_leader_bob_n16_lambda8,paper_main,16,32,8,bob,bob,5,1.0,True,8,e6_corrupt_bob_leader_bob_n16_lambda8_lead_ge_05_v6.log
corrupt_bob_leader_bob_n16_lambda8,paper_main,16,32,8,bob,bob,6,1.0,True,8,e6_corrupt_bob_leader_bob_n16_lambda8_lead_ge_06_v6.log
corrupt_bob_leader_bob_n16_lambda8,paper_main,16,32,8,bob,bob,7,1.0,True,8,e6_corrupt_bob_leader_bob_n16_lambda8_lead_ge_07_v6.log
corrupt_bob_leader_bob_n16_lambda8,paper_main,16,32,8,bob,bob,8,1.0,True,8,e6_corrupt_bob_leader_bob_n16_lambda8_lead_ge_08_v6.log
corrupt_bob_leader_bob_n16_lambda8,paper_main,16,32,8,bob,bob,9,0.0,False,8,e6_corrupt_bob_leader_bob_n16_lambda8_lead_ge_09_v6.log
corrupt_bob_leader_bob_n16_lambda8,paper_main,16,32,8,bob,bob,10,0.0,False,8,e6_corrupt_bob_leader_bob_n16_lambda8_lead_ge_10_v6.log
corrupt_bob_leader_bob_n16_lambda8,paper_main,16,32,8,bob,bob,11,0.0,False,8,e6_corrupt_bob_leader_bob_n16_lambda8_lead_ge_11_v6.log
corrupt_bob_leader_bob_n16_lambda8,paper_main,16,32,8,bob,bob,12,0.0,False,8,e6_corrupt_bob_leader_bob_n16_lambda8_lead_ge_12_v6.log
corrupt_bob_leader_bob_n16_lambda8,paper_main,16,32,8,bob,bob,13,0.0,False,8,e6_corrupt_bob_leader_bob_n16_lambda8_lead_ge_13_v6.log
corrupt_bob_leader_bob_n16_lambda8,paper_main,16,32,8,bob,bob,14,0.0,False,8,e6_corrupt_bob_leader_bob_n16_lambda8_lead_ge_14_v6.log
corrupt_bob_leader_bob_n16_lambda8,paper_main,16,32,8,bob,bob,15,0.0,False,8,e6_corrupt_bob_leader_bob_n16_lambda8_lead_ge_15_v6.log
corrupt_bob_leader_bob_n16_lambda8,paper_main,16,32,8,bob,bob,16,0.0,False,8,e6_corrupt_bob_leader_bob_n16_lambda8_lead_ge_16_v6.log
corrupt_bob_leader_bob_n16_lambda8,paper_main,16,32,8,bob,bob,17,0.0,False,8,e6_corrupt_bob_leader_bob_n16_lambda8_lead_ge_17_v6.log
corrupt_bob_leader_bob_n16_lambda8,paper_main,16,32,8,bob,bob,18,0.0,False,8,e6_corrupt_bob_leader_bob_n16_lambda8_lead_ge_18_v6.log
corrupt_bob_leader_bob_n16_lambda8,paper_main,16,32,8,bob,bob,19,0.0,False,8,e6_corrupt_bob_leader_bob_n16_lambda8_lead_ge_19_v6.log
corrupt_bob_leader_bob_n16_lambda8,paper_main,16,32,8,bob,bob,20,0.0,False,8,e6_corrupt_bob_leader_bob_n16_lambda8_lead_ge_20_v6.log
corrupt_bob_leader_bob_n16_lambda8,paper_main,16,32,8,bob,bob,21,0.0,False,8,e6_corrupt_bob_leader_bob_n16_lambda8_lead_ge_21_v6.log
corrupt_bob_leader_bob_n16_lambda8,paper_main,16,32,8,bob,bob,22,0.0,False,8,e6_corrupt_bob_leader_bob_n16_lambda8_lead_ge_22_v6.log
corrupt_bob_leader_bob_n16_lambda8,paper_main,16,32,8,bob,bob,23,0.0,False,8,e6_corrupt_bob_leader_bob_n16_lambda8_lead_ge_23_v6.log
corrupt_bob_leader_bob_n16_lambda8,paper_main,16,32,8,bob,bob,24,0.0,False,8,e6_corrupt_bob_leader_bob_n16_lambda8_lead_ge_24_v6.log
corrupt_bob_leader_bob_n16_lambda8,paper_main,16,32,8,bob,bob,25,0.0,False,8,e6_corrupt_bob_leader_bob_n16_lambda8_lead_ge_25_v6.log
corrupt_bob_leader_bob_n16_lambda8,paper_main,16,32,8,bob,bob,26,0.0,False,8,e6_corrupt_bob_leader_bob_n16_lambda8_lead_ge_26_v6.log
corrupt_bob_leader_bob_n16_lambda8,paper_main,16,32,8,bob,bob,27,0.0,False,8,e6_corrupt_bob_leader_bob_n16_lambda8_lead_ge_27_v6.log
corrupt_bob_leader_bob_n16_lambda8,paper_main,16,32,8,bob,bob,28,0.0,False,8,e6_corrupt_bob_leader_bob_n16_lambda8_lead_ge_28_v6.log
corrupt_bob_leader_bob_n16_lambda8,paper_main,16,32,8,bob,bob,29,0.0,False,8,e6_corrupt_bob_leader_bob_n16_lambda8_lead_ge_29_v6.log
corrupt_bob_leader_bob_n16_lambda8,paper_main,16,32,8,bob,bob,30,0.0,False,8,e6_corrupt_bob_leader_bob_n16_lambda8_lead_ge_30_v6.log
corrupt_bob_leader_bob_n16_lambda8,paper_main,16,32,8,bob,bob,31,0.0,False,8,e6_corrupt_bob_leader_bob_n16_lambda8_lead_ge_31_v6.log
corrupt_bob_leader_bob_n16_lambda8,paper_main,16,32,8,bob,bob,32,0.0,False,8,e6_corrupt_bob_leader_bob_n16_lambda8_lead_ge_32_v6.log
