mode,n_blocks,lambda_bits,ell_per_sequence,round_index,phase,send_events,one_way_authenticated_record_count,upper_layer_round_count,KE_internal_round_count
basic,16,,4,4,protected_dialogue_ciphertexts,Alice_to_Bob_C_A|Bob_to_Alice_C_B,6,5,not_measured
basic,16,,4,5,keyed_message_confirmation,Alice_to_Bob_gamma_A|Bob_to_Alice_gamma_B,6,5,not_measured
basic,32,,4,1,session_and_parameter_negotiation,N_A_and_params|N_B_and_params,6,5,not_measured
basic,32,,4,2,authenticated_quantum_receipt,Bob_to_Alice_QRECV,6,5,not_measured
basic,32,,4,3,authenticated_decoy_disclosure,Alice_to_Bob_DECOY_DISCLOSURE,6,5,not_measured
basic,32,,4,4,protected_dialogue_ciphertexts,Alice_to_Bob_C_A|Bob_to_Alice_C_B,6,5,not_measured
basic,32,,4,5,keyed_message_confirmation,Alice_to_Bob_gamma_A|Bob_to_Alice_gamma_B,6,5,not_measured
fair,1,1,4,1,session_and_parameter_negotiation,N_A_and_params|N_B_and_params,14,8,not_measured
fair,1,1,4,2,authenticated_quantum_receipt,Bob_to_Alice_QRECV,14,8,not_measured
fair,1,1,4,3,authenticated_decoy_disclosure,Alice_to_Bob_DECOY_DISCLOSURE,14,8,not_measured
fair,1,1,4,4,fair_ciphertexts,Alice_to_Bob_C_A_fair|Bob_to_Alice_C_B_fair,14,8,not_measured
fair,1,1,4,5,authenticated_commitment_exchange,Alice_commitments|Bob_commitments,14,8,not_measured
fair,1,1,4,6,fair_opening_block_0,Bob_opening_0|Alice_opening_0,14,8,not_measured
fair,1,1,4,7,fair_opening_block_1,Alice_opening_1|Bob_opening_1,14,8,not_measured
fair,1,1,4,8,keyed_message_confirmation,Alice_to_Bob_gamma_A|Bob_to_Alice_gamma_B,14,8,not_measured
fair,1,2,4,1,session_and_parameter_negotiation,N_A_and_params|N_B_and_params,10,7,not_measured
fair,1,2,4,2,authenticated_quantum_receipt,Bob_to_Alice_QRECV,10,7,not_measured
fair,1,2,4,3,authenticated_decoy_disclosure,Alice_to_Bob_DECOY_DISCLOSURE,10,7,not_measured
fair,1,2,4,4,fair_ciphertexts,Alice_to_Bob_C_A_fair|Bob_to_Alice_C_B_fair,10,7,not_measured
fair,1,2,4,5,authenticated_commitment_exchange,Alice_commitments|Bob_commitments,10,7,not_measured
fair,1,2,4,6,fair_opening_block_0,Bob_opening_0|Alice_opening_0,10,7,not_measured
fair,1,2,4,7,keyed_message_confirmation,Alice_to_Bob_gamma_A|Bob_to_Alice_gamma_B,10,7,not_measured
fair,2,1,4,1,session_and_parameter_negotiation,N_A_and_params|N_B_and_params,22,10,not_measured
fair,2,1,4,2,authenticated_quantum_receipt,Bob_to_Alice_QRECV,22,10,not_measured
fair,2,1,4,3,authenticated_decoy_disclosure,Alice_to_Bob_DECOY_DISCLOSURE,22,10,not_measured
fair,2,1,4,4,fair_ciphertexts,Alice_to_Bob_C_A_fair|Bob_to_Alice_C_B_fair,22,10,not_measured
fair,2,1,4,5,authenticated_commitment_exchange,Alice_commitments|Bob_commitments,22,10,not_measured
fair,2,1,4,6,fair_opening_block_0,Bob_opening_0|Alice_opening_0,22,10,not_measured
fair,2,1,4,7,fair_opening_block_1,Alice_opening_1|Bob_opening_1,22,10,not_measured
fair,2,1,4,8,fair_opening_block_2,Bob_opening_2|Alice_opening_2,22,10,not_measured
fair,2,1,4,9,fair_opening_block_3,Alice_opening_3|Bob_opening_3,22,10,not_measured
fair,2,1,4,10,keyed_message_confirmation,Alice_to_Bob_gamma_A|Bob_to_Alice_gamma_B,22,10,not_measured
fair,2,2,4,1,session_and_parameter_negotiation,N_A_and_params|N_B_and_params,14,8,not_measured
fair,2,2,4,2,authenticated_quantum_receipt,Bob_to_Alice_QRECV,14,8,not_measured
fair,2,2,4,3,authenticated_decoy_disclosure,Alice_to_Bob_DECOY_DISCLOSURE,14,8,not_measured
fair,2,2,4,4,fair_ciphertexts,Alice_to_Bob_C_A_fair|Bob_to_Alice_C_B_fair,14,8,not_measured
fair,2,2,4,5,authenticated_commitment_exchange,Alice_commitments|Bob_commitments,14,8,not_measured
fair,2,2,4,6,fair_opening_block_0,Bob_opening_0|Alice_opening_0,14,8,not_measured
fair,2,2,4,7,fair_opening_block_1,Alice_opening_1|Bob_opening_1,14,8,not_measured
fair,2,2,4,8,keyed_message_confirmation,Alice_to_Bob_gamma_A|Bob_to_Alice_gamma_B,14,8,not_measured
fair,2,4,4,1,session_and_parameter_negotiation,N_A_and_params|N_B_and_params,10,7,not_measured
fair,2,4,4,2,authenticated_quantum_receipt,Bob_to_Alice_QRECV,10,7,not_measured
fair,2,4,4,3,authenticated_decoy_disclosure,Alice_to_Bob_DECOY_DISCLOSURE,10,7,not_measured
fair,2,4,4,4,fair_ciphertexts,Alice_to_Bob_C_A_fair|Bob_to_Alice_C_B_fair,10,7,not_measured
fair,2,4,4,5,authenticated_commitment_exchange,Alice_commitments|Bob_commitments,10,7,not_measured
fair,2,4,4,6,fair_opening_block_0,Bob_opening_0|Alice_opening_0,10,7,not_measured
fair,2,4,4,7,keyed_message_confirmation,Alice_to_Bob_gamma_A|Bob_to_Alice_gamma_B,10,7,not_measured
fair,4,1,4,1,session_and_parameter_negotiation,N_A_and_params|N_B_and_params,38,14,not_measured
fair,4,1,4,2,authenticated_quantum_receipt,Bob_to_Alice_QRECV,38,14,not_measured
fair,4,1,4,3,authenticated_decoy_disclosure,Alice_to_Bob_DECOY_DISCLOSURE,38,14,not_measured
fair,4,1,4,4,fair_ciphertexts,Alice_to_Bob_C_A_fair|Bob_to_Alice_C_B_fair,38,14,not_measured
fair,4,1,4,5,authenticated_commitment_exchange,Alice_commitments|Bob_commitments,38,14,not_measured
fair,4,1,4,6,fair_opening_block_0,Bob_opening_0|Alice_opening_0,38,14,not_measured
fair,4,1,4,7,fair_opening_block_1,Alice_opening_1|Bob_opening_1,38,14,not_measured
fair,4,1,4,8,fair_opening_block_2,Bob_opening_2|Alice_opening_2,38,14,not_measured
fair,4,1,4,9,fair_opening_block_3,Alice_opening_3|Bob_opening_3,38,14,not_measured
fair,4,1,4,10,fair_opening_block_4,Bob_opening_4|Alice_opening_4,38,14,not_measured
fair,4,1,4,11,fair_opening_block_5,Alice_opening_5|Bob_opening_5,38,14,not_measured
fair,4,1,4,12,fair_opening_block_6,Bob_opening_6|Alice_opening_6,38,14,not_measured
fair,4,1,4,13,fair_opening_block_7,Alice_opening_7|Bob_opening_7,38,14,not_measured
fair,4,1,4,14,keyed_message_confirmation,Alice_to_Bob_gamma_A|Bob_to_Alice_gamma_B,38,14,not_measured
fair,4,2,4,1,session_and_parameter_negotiation,N_A_and_params|N_B_and_params,22,10,not_measured
fair,4,2,4,2,authenticated_quantum_receipt,Bob_to_Alice_QRECV,22,10,not_measured
fair,4,2,4,3,authenticated_decoy_disclosure,Alice_to_Bob_DECOY_DISCLOSURE,22,10,not_measured
fair,4,2,4,4,fair_ciphertexts,Alice_to_Bob_C_A_fair|Bob_to_Alice_C_B_fair,22,10,not_measured
fair,4,2,4,5,authenticated_commitment_exchange,Alice_commitments|Bob_commitments,22,10,not_measured
fair,4,2,4,6,fair_opening_block_0,Bob_opening_0|Alice_opening_0,22,10,not_measured
fair,4,2,4,7,fair_opening_block_1,Alice_opening_1|Bob_opening_1,22,10,not_measured
fair,4,2,4,8,fair_opening_block_2,Bob_opening_2|Alice_opening_2,22,10,not_measured
fair,4,2,4,9,fair_opening_block_3,Alice_opening_3|Bob_opening_3,22,10,not_measured
fair,4,2,4,10,keyed_message_confirmation,Alice_to_Bob_gamma_A|Bob_to_Alice_gamma_B,22,10,not_measured
fair,4,4,4,1,session_and_parameter_negotiation,N_A_and_params|N_B_and_params,14,8,not_measured
fair,4,4,4,2,authenticated_quantum_receipt,Bob_to_Alice_QRECV,14,8,not_measured
fair,4,4,4,3,authenticated_decoy_disclosure,Alice_to_Bob_DECOY_DISCLOSURE,14,8,not_measured
fair,4,4,4,4,fair_ciphertexts,Alice_to_Bob_C_A_fair|Bob_to_Alice_C_B_fair,14,8,not_measured
fair,4,4,4,5,authenticated_commitment_exchange,Alice_commitments|Bob_commitments,14,8,not_measured
fair,4,4,4,6,fair_opening_block_0,Bob_opening_0|Alice_opening_0,14,8,not_measured
fair,4,4,4,7,fair_opening_block_1,Alice_opening_1|Bob_opening_1,14,8,not_measured
fair,4,4,4,8,keyed_message_confirmation,Alice_to_Bob_gamma_A|Bob_to_Alice_gamma_B,14,8,not_measured
fair,4,8,4,1,session_and_parameter_negotiation,N_A_and_params|N_B_and_params,10,7,not_measured
fair,4,8,4,2,authenticated_quantum_receipt,Bob_to_Alice_QRECV,10,7,not_measured
fair,4,8,4,3,authenticated_decoy_disclosure,Alice_to_Bob_DECOY_DISCLOSURE,10,7,not_measured
fair,4,8,4,4,fair_ciphertexts,Alice_to_Bob_C_A_fair|Bob_to_Alice_C_B_fair,10,7,not_measured
fair,4,8,4,5,authenticated_commitment_exchange,Alice_commitments|Bob_commitments,10,7,not_measured
fair,4,8,4,6,fair_opening_block_0,Bob_opening_0|Alice_opening_0,10,7,not_measured
fair,4,8,4,7,keyed_message_confirmation,Alice_to_Bob_gamma_A|Bob_to_Alice_gamma_B,10,7,not_measured
fair,8,1,4,1,session_and_parameter_negotiation,N_A_and_params|N_B_and_params,70,22,not_measured
fair,8,1,4,2,authenticated_quantum_receipt,Bob_to_Alice_QRECV,70,22,not_measured
fair,8,1,4,3,authenticated_decoy_disclosure,Alice_to_Bob_DECOY_DISCLOSURE,70,22,not_measured
fair,8,1,4,4,fair_ciphertexts,Alice_to_Bob_C_A_fair|Bob_to_Alice_C_B_fair,70,22,not_measured
fair,8,1,4,5,authenticated_commitment_exchange,Alice_commitments|Bob_commitments,70,22,not_measured
fair,8,1,4,6,fair_opening_block_0,Bob_opening_0|Alice_opening_0,70,22,not_measured
fair,8,1,4,7,fair_opening_block_1,Alice_opening_1|Bob_opening_1,70,22,not_measured
fair,8,1,4,8,fair_opening_block_2,Bob_opening_2|Alice_opening_2,70,22,not_measured
fair,8,1,4,9,fair_opening_block_3,Alice_opening_3|Bob_opening_3,70,22,not_measured
fair,8,1,4,10,fair_opening_block_4,Bob_opening_4|Alice_opening_4,70,22,not_measured
fair,8,1,4,11,fair_opening_block_5,Alice_opening_5|Bob_opening_5,70,22,not_measured
fair,8,1,4,12,fair_opening_block_6,Bob_opening_6|Alice_opening_6,70,22,not_measured
fair,8,1,4,13,fair_opening_block_7,Alice_opening_7|Bob_opening_7,70,22,not_measured
fair,8,1,4,14,fair_opening_block_8,Bob_opening_8|Alice_opening_8,70,22,not_measured
fair,8,1,4,15,fair_opening_block_9,Alice_opening_9|Bob_opening_9,70,22,not_measured
fair,8,1,4,16,fair_opening_block_10,Bob_opening_10|Alice_opening_10,70,22,not_measured
fair,8,1,4,17,fair_opening_block_11,Alice_opening_11|Bob_opening_11,70,22,not_measured
fair,8,1,4,18,fair_opening_block_12,Bob_opening_12|Alice_opening_12,70,22,not_measured
fair,8,1,4,19,fair_opening_block_13,Alice_opening_13|Bob_opening_13,70,22,not_measured
fair,8,1,4,20,fair_opening_block_14,Bob_opening_14|Alice_opening_14,70,22,not_measured
fair,8,1,4,21,fair_opening_block_15,Alice_opening_15|Bob_opening_15,70,22,not_measured
fair,8,1,4,22,keyed_message_confirmation,Alice_to_Bob_gamma_A|Bob_to_Alice_gamma_B,70,22,not_measured
fair,8,2,4,1,session_and_parameter_negotiation,N_A_and_params|N_B_and_params,38,14,not_measured
fair,8,2,4,2,authenticated_quantum_receipt,Bob_to_Alice_QRECV,38,14,not_measured
fair,8,2,4,3,authenticated_decoy_disclosure,Alice_to_Bob_DECOY_DISCLOSURE,38,14,not_measured
fair,8,2,4,4,fair_ciphertexts,Alice_to_Bob_C_A_fair|Bob_to_Alice_C_B_fair,38,14,not_measured
fair,8,2,4,5,authenticated_commitment_exchange,Alice_commitments|Bob_commitments,38,14,not_measured
fair,8,2,4,6,fair_opening_block_0,Bob_opening_0|Alice_opening_0,38,14,not_measured
fair,8,2,4,7,fair_opening_block_1,Alice_opening_1|Bob_opening_1,38,14,not_measured
fair,8,2,4,8,fair_opening_block_2,Bob_opening_2|Alice_opening_2,38,14,not_measured
fair,8,2,4,9,fair_opening_block_3,Alice_opening_3|Bob_opening_3,38,14,not_measured
fair,8,2,4,10,fair_opening_block_4,Bob_opening_4|Alice_opening_4,38,14,not_measured
fair,8,2,4,11,fair_opening_block_5,Alice_opening_5|Bob_opening_5,38,14,not_measured
fair,8,2,4,12,fair_opening_block_6,Bob_opening_6|Alice_opening_6,38,14,not_measured
fair,8,2,4,13,fair_opening_block_7,Alice_opening_7|Bob_opening_7,38,14,not_measured
fair,8,2,4,14,keyed_message_confirmation,Alice_to_Bob_gamma_A|Bob_to_Alice_gamma_B,38,14,not_measured
fair,8,4,4,1,session_and_parameter_negotiation,N_A_and_params|N_B_and_params,22,10,not_measured
fair,8,4,4,2,authenticated_quantum_receipt,Bob_to_Alice_QRECV,22,10,not_measured
fair,8,4,4,3,authenticated_decoy_disclosure,Alice_to_Bob_DECOY_DISCLOSURE,22,10,not_measured
fair,8,4,4,4,fair_ciphertexts,Alice_to_Bob_C_A_fair|Bob_to_Alice_C_B_fair,22,10,not_measured
fair,8,4,4,5,authenticated_commitment_exchange,Alice_commitments|Bob_commitments,22,10,not_measured
fair,8,4,4,6,fair_opening_block_0,Bob_opening_0|Alice_opening_0,22,10,not_measured
fair,8,4,4,7,fair_opening_block_1,Alice_opening_1|Bob_opening_1,22,10,not_measured
fair,8,4,4,8,fair_opening_block_2,Bob_opening_2|Alice_opening_2,22,10,not_measured
fair,8,4,4,9,fair_opening_block_3,Alice_opening_3|Bob_opening_3,22,10,not_measured
fair,8,4,4,10,keyed_message_confirmation,Alice_to_Bob_gamma_A|Bob_to_Alice_gamma_B,22,10,not_measured
fair,8,8,4,1,session_and_parameter_negotiation,N_A_and_params|N_B_and_params,14,8,not_measured
fair,8,8,4,2,authenticated_quantum_receipt,Bob_to_Alice_QRECV,14,8,not_measured
fair,8,8,4,3,authenticated_decoy_disclosure,Alice_to_Bob_DECOY_DISCLOSURE,14,8,not_measured
fair,8,8,4,4,fair_ciphertexts,Alice_to_Bob_C_A_fair|Bob_to_Alice_C_B_fair,14,8,not_measured
fair,8,8,4,5,authenticated_commitment_exchange,Alice_commitments|Bob_commitments,14,8,not_measured
fair,8,8,4,6,fair_opening_block_0,Bob_opening_0|Alice_opening_0,14,8,not_measured
fair,8,8,4,7,fair_opening_block_1,Alice_opening_1|Bob_opening_1,14,8,not_measured
fair,8,8,4,8,keyed_message_confirmation,Alice_to_Bob_gamma_A|Bob_to_Alice_gamma_B,14,8,not_measured
fair,16,1,4,1,session_and_parameter_negotiation,N_A_and_params|N_B_and_params,134,38,not_measured
fair,16,1,4,2,authenticated_quantum_receipt,Bob_to_Alice_QRECV,134,38,not_measured
fair,16,1,4,3,authenticated_decoy_disclosure,Alice_to_Bob_DECOY_DISCLOSURE,134,38,not_measured
fair,16,1,4,4,fair_ciphertexts,Alice_to_Bob_C_A_fair|Bob_to_Alice_C_B_fair,134,38,not_measured
fair,16,1,4,5,authenticated_commitment_exchange,Alice_commitments|Bob_commitments,134,38,not_measured
fair,16,1,4,6,fair_opening_block_0,Bob_opening_0|Alice_opening_0,134,38,not_measured
fair,16,1,4,7,fair_opening_block_1,Alice_opening_1|Bob_opening_1,134,38,not_measured
fair,16,1,4,8,fair_opening_block_2,Bob_opening_2|Alice_opening_2,134,38,not_measured
fair,16,1,4,9,fair_opening_block_3,Alice_opening_3|Bob_opening_3,134,38,not_measured
fair,16,1,4,10,fair_opening_block_4,Bob_opening_4|Alice_opening_4,134,38,not_measured
fair,16,1,4,11,fair_opening_block_5,Alice_opening_5|Bob_opening_5,134,38,not_measured
fair,16,1,4,12,fair_opening_block_6,Bob_opening_6|Alice_opening_6,134,38,not_measured
fair,16,1,4,13,fair_opening_block_7,Alice_opening_7|Bob_opening_7,134,38,not_measured
fair,16,1,4,14,fair_opening_block_8,Bob_opening_8|Alice_opening_8,134,38,not_measured
fair,16,1,4,15,fair_opening_block_9,Alice_opening_9|Bob_opening_9,134,38,not_measured
fair,16,1,4,16,fair_opening_block_10,Bob_opening_10|Alice_opening_10,134,38,not_measured
fair,16,1,4,17,fair_opening_block_11,Alice_opening_11|Bob_opening_11,134,38,not_measured
fair,16,1,4,18,fair_opening_block_12,Bob_opening_12|Alice_opening_12,134,38,not_measured
fair,16,1,4,19,fair_opening_block_13,Alice_opening_13|Bob_opening_13,134,38,not_measured
fair,16,1,4,20,fair_opening_block_14,Bob_opening_14|Alice_opening_14,134,38,not_measured
fair,16,1,4,21,fair_opening_block_15,Alice_opening_15|Bob_opening_15,134,38,not_measured
fair,16,1,4,22,fair_opening_block_16,Bob_opening_16|Alice_opening_16,134,38,not_measured
fair,16,1,4,23,fair_opening_block_17,Alice_opening_17|Bob_opening_17,134,38,not_measured
fair,16,1,4,24,fair_opening_block_18,Bob_opening_18|Alice_opening_18,134,38,not_measured
fair,16,1,4,25,fair_opening_block_19,Alice_opening_19|Bob_opening_19,134,38,not_measured
fair,16,1,4,26,fair_opening_block_20,Bob_opening_20|Alice_opening_20,134,38,not_measured
fair,16,1,4,27,fair_opening_block_21,Alice_opening_21|Bob_opening_21,134,38,not_measured
fair,16,1,4,28,fair_opening_block_22,Bob_opening_22|Alice_opening_22,134,38,not_measured
fair,16,1,4,29,fair_opening_block_23,Alice_opening_23|Bob_opening_23,134,38,not_measured
fair,16,1,4,30,fair_opening_block_24,Bob_opening_24|Alice_opening_24,134,38,not_measured
fair,16,1,4,31,fair_opening_block_25,Alice_opening_25|Bob_opening_25,134,38,not_measured
fair,16,1,4,32,fair_opening_block_26,Bob_opening_26|Alice_opening_26,134,38,not_measured
fair,16,1,4,33,fair_opening_block_27,Alice_opening_27|Bob_opening_27,134,38,not_measured
fair,16,1,4,34,fair_opening_block_28,Bob_opening_28|Alice_opening_28,134,38,not_measured
fair,16,1,4,35,fair_opening_block_29,Alice_opening_29|Bob_opening_29,134,38,not_measured
fair,16,1,4,36,fair_opening_block_30,Bob_opening_30|Alice_opening_30,134,38,not_measured
fair,16,1,4,37,fair_opening_block_31,Alice_opening_31|Bob_opening_31,134,38,not_measured
fair,16,1,4,38,keyed_message_confirmation,Alice_to_Bob_gamma_A|Bob_to_Alice_gamma_B,134,38,not_measured
fair,16,2,4,1,session_and_parameter_negotiation,N_A_and_params|N_B_and_params,70,22,not_measured
fair,16,2,4,2,authenticated_quantum_receipt,Bob_to_Alice_QRECV,70,22,not_measured
fair,16,2,4,3,authenticated_decoy_disclosure,Alice_to_Bob_DECOY_DISCLOSURE,70,22,not_measured
fair,16,2,4,4,fair_ciphertexts,Alice_to_Bob_C_A_fair|Bob_to_Alice_C_B_fair,70,22,not_measured
fair,16,2,4,5,authenticated_commitment_exchange,Alice_commitments|Bob_commitments,70,22,not_measured
fair,16,2,4,6,fair_opening_block_0,Bob_opening_0|Alice_opening_0,70,22,not_measured
fair,16,2,4,7,fair_opening_block_1,Alice_opening_1|Bob_opening_1,70,22,not_measured
fair,16,2,4,8,fair_opening_block_2,Bob_opening_2|Alice_opening_2,70,22,not_measured
fair,16,2,4,9,fair_opening_block_3,Alice_opening_3|Bob_opening_3,70,22,not_measured
fair,16,2,4,10,fair_opening_block_4,Bob_opening_4|Alice_opening_4,70,22,not_measured
fair,16,2,4,11,fair_opening_block_5,Alice_opening_5|Bob_opening_5,70,22,not_measured
fair,16,2,4,12,fair_opening_block_6,Bob_opening_6|Alice_opening_6,70,22,not_measured
fair,16,2,4,13,fair_opening_block_7,Alice_opening_7|Bob_opening_7,70,22,not_measured
fair,16,2,4,14,fair_opening_block_8,Bob_opening_8|Alice_opening_8,70,22,not_measured
fair,16,2,4,15,fair_opening_block_9,Alice_opening_9|Bob_opening_9,70,22,not_measured
fair,16,2,4,16,fair_opening_block_10,Bob_opening_10|Alice_opening_10,70,22,not_measured
fair,16,2,4,17,fair_opening_block_11,Alice_opening_11|Bob_opening_11,70,22,not_measured
fair,16,2,4,18,fair_opening_block_12,Bob_opening_12|Alice_opening_12,70,22,not_measured
fair,16,2,4,19,fair_opening_block_13,Alice_opening_13|Bob_opening_13,70,22,not_measured
fair,16,2,4,20,fair_opening_block_14,Bob_opening_14|Alice_opening_14,70,22,not_measured
fair,16,2,4,21,fair_opening_block_15,Alice_opening_15|Bob_opening_15,70,22,not_measured
fair,16,2,4,22,keyed_message_confirmation,Alice_to_Bob_gamma_A|Bob_to_Alice_gamma_B,70,22,not_measured
fair,16,4,4,1,session_and_parameter_negotiation,N_A_and_params|N_B_and_params,38,14,not_measured
fair,16,4,4,2,authenticated_quantum_receipt,Bob_to_Alice_QRECV,38,14,not_measured
fair,16,4,4,3,authenticated_decoy_disclosure,Alice_to_Bob_DECOY_DISCLOSURE,38,14,not_measured
fair,16,4,4,4,fair_ciphertexts,Alice_to_Bob_C_A_fair|Bob_to_Alice_C_B_fair,38,14,not_measured
fair,16,4,4,5,authenticated_commitment_exchange,Alice_commitments|Bob_commitments,38,14,not_measured
fair,16,4,4,6,fair_opening_block_0,Bob_opening_0|Alice_opening_0,38,14,not_measured
fair,16,4,4,7,fair_opening_block_1,Alice_opening_1|Bob_opening_1,38,14,not_measured
fair,16,4,4,8,fair_opening_block_2,Bob_opening_2|Alice_opening_2,38,14,not_measured
fair,16,4,4,9,fair_opening_block_3,Alice_opening_3|Bob_opening_3,38,14,not_measured
fair,16,4,4,10,fair_opening_block_4,Bob_opening_4|Alice_opening_4,38,14,not_measured
fair,16,4,4,11,fair_opening_block_5,Alice_opening_5|Bob_opening_5,38,14,not_measured
fair,16,4,4,12,fair_opening_block_6,Bob_opening_6|Alice_opening_6,38,14,not_measured
fair,16,4,4,13,fair_opening_block_7,Alice_opening_7|Bob_opening_7,38,14,not_measured
fair,16,4,4,14,keyed_message_confirmation,Alice_to_Bob_gamma_A|Bob_to_Alice_gamma_B,38,14,not_measured
fair,16,8,4,1,session_and_parameter_negotiation,N_A_and_params|N_B_and_params,22,10,not_measured
fair,16,8,4,2,authenticated_quantum_receipt,Bob_to_Alice_QRECV,22,10,not_measured
fair,16,8,4,3,authenticated_decoy_disclosure,Alice_to_Bob_DECOY_DISCLOSURE,22,10,not_measured
fair,16,8,4,4,fair_ciphertexts,Alice_to_Bob_C_A_fair|Bob_to_Alice_C_B_fair,22,10,not_measured
fair,16,8,4,5,authenticated_commitment_exchange,Alice_commitments|Bob_commitments,22,10,not_measured
fair,16,8,4,6,fair_opening_block_0,Bob_opening_0|Alice_opening_0,22,10,not_measured
fair,16,8,4,7,fair_opening_block_1,Alice_opening_1|Bob_opening_1,22,10,not_measured
fair,16,8,4,8,fair_opening_block_2,Bob_opening_2|Alice_opening_2,22,10,not_measured
fair,16,8,4,9,fair_opening_block_3,Alice_opening_3|Bob_opening_3,22,10,not_measured
fair,16,8,4,10,keyed_message_confirmation,Alice_to_Bob_gamma_A|Bob_to_Alice_gamma_B,22,10,not_measured
fair,32,1,4,1,session_and_parameter_negotiation,N_A_and_params|N_B_and_params,262,70,not_measured
fair,32,1,4,2,authenticated_quantum_receipt,Bob_to_Alice_QRECV,262,70,not_measured
fair,32,1,4,3,authenticated_decoy_disclosure,Alice_to_Bob_DECOY_DISCLOSURE,262,70,not_measured
fair,32,1,4,4,fair_ciphertexts,Alice_to_Bob_C_A_fair|Bob_to_Alice_C_B_fair,262,70,not_measured
fair,32,1,4,5,authenticated_commitment_exchange,Alice_commitments|Bob_commitments,262,70,not_measured
fair,32,1,4,6,fair_opening_block_0,Bob_opening_0|Alice_opening_0,262,70,not_measured
fair,32,1,4,7,fair_opening_block_1,Alice_opening_1|Bob_opening_1,262,70,not_measured
fair,32,1,4,8,fair_opening_block_2,Bob_opening_2|Alice_opening_2,262,70,not_measured
fair,32,1,4,9,fair_opening_block_3,Alice_opening_3|Bob_opening_3,262,70,not_measured
fair,32,1,4,10,fair_opening_block_4,Bob_opening_4|Alice_opening_4,262,70,not_measured
fair,32,1,4,11,fair_opening_block_5,Alice_opening_5|Bob_opening_5,262,70,not_measured
fair,32,1,4,12,fair_opening_block_6,Bob_opening_6|Alice_opening_6,262,70,not_measured
fair,32,1,4,13,fair_opening_block_7,Alice_opening_7|Bob_opening_7,262,70,not_measured
fair,32,1,4,14,fair_opening_block_8,Bob_opening_8|Alice_opening_8,262,70,not_measured
fair,32,1,4,15,fair_opening_block_9,Alice_opening_9|Bob_opening_9,262,70,not_measured
fair,32,1,4,16,fair_opening_block_10,Bob_opening_10|Alice_opening_10,262,70,not_measured
fair,32,1,4,17,fair_opening_block_11,Alice_opening_11|Bob_opening_11,262,70,not_measured
fair,32,1,4,18,fair_opening_block_12,Bob_opening_12|Alice_opening_12,262,70,not_measured
fair,32,1,4,19,fair_opening_block_13,Alice_opening_13|Bob_opening_13,262,70,not_measured
fair,32,1,4,20,fair_opening_block_14,Bob_opening_14|Alice_opening_14,262,70,not_measured
fair,32,1,4,21,fair_opening_block_15,Alice_opening_15|Bob_opening_15,262,70,not_measured
fair,32,1,4,22,fair_opening_block_16,Bob_opening_16|Alice_opening_16,262,70,not_measured
fair,32,1,4,23,fair_opening_block_17,Alice_opening_17|Bob_opening_17,262,70,not_measured
fair,32,1,4,24,fair_opening_block_18,Bob_opening_18|Alice_opening_18,262,70,not_measured
fair,32,1,4,25,fair_opening_block_19,Alice_opening_19|Bob_opening_19,262,70,not_measured
fair,32,1,4,26,fair_opening_block_20,Bob_opening_20|Alice_opening_20,262,70,not_measured
fair,32,1,4,27,fair_opening_block_21,Alice_opening_21|Bob_opening_21,262,70,not_measured
fair,32,1,4,28,fair_opening_block_22,Bob_opening_22|Alice_opening_22,262,70,not_measured
fair,32,1,4,29,fair_opening_block_23,Alice_opening_23|Bob_opening_23,262,70,not_measured
fair,32,1,4,30,fair_opening_block_24,Bob_opening_24|Alice_opening_24,262,70,not_measured
fair,32,1,4,31,fair_opening_block_25,Alice_opening_25|Bob_opening_25,262,70,not_measured
fair,32,1,4,32,fair_opening_block_26,Bob_opening_26|Alice_opening_26,262,70,not_measured
fair,32,1,4,33,fair_opening_block_27,Alice_opening_27|Bob_opening_27,262,70,not_measured
fair,32,1,4,34,fair_opening_block_28,Bob_opening_28|Alice_opening_28,262,70,not_measured
fair,32,1,4,35,fair_opening_block_29,Alice_opening_29|Bob_opening_29,262,70,not_measured
fair,32,1,4,36,fair_opening_block_30,Bob_opening_30|Alice_opening_30,262,70,not_measured
fair,32,1,4,37,fair_opening_block_31,Alice_opening_31|Bob_opening_31,262,70,not_measured
fair,32,1,4,38,fair_opening_block_32,Bob_opening_32|Alice_opening_32,262,70,not_measured
fair,32,1,4,39,fair_opening_block_33,Alice_opening_33|Bob_opening_33,262,70,not_measured
fair,32,1,4,40,fair_opening_block_34,Bob_opening_34|Alice_opening_34,262,70,not_measured
fair,32,1,4,41,fair_opening_block_35,Alice_opening_35|Bob_opening_35,262,70,not_measured
fair,32,1,4,42,fair_opening_block_36,Bob_opening_36|Alice_opening_36,262,70,not_measured
fair,32,1,4,43,fair_opening_block_37,Alice_opening_37|Bob_opening_37,262,70,not_measured
fair,32,1,4,44,fair_opening_block_38,Bob_opening_38|Alice_opening_38,262,70,not_measured
fair,32,1,4,45,fair_opening_block_39,Alice_opening_39|Bob_opening_39,262,70,not_measured
fair,32,1,4,46,fair_opening_block_40,Bob_opening_40|Alice_opening_40,262,70,not_measured
fair,32,1,4,47,fair_opening_block_41,Alice_opening_41|Bob_opening_41,262,70,not_measured
fair,32,1,4,48,fair_opening_block_42,Bob_opening_42|Alice_opening_42,262,70,not_measured
fair,32,1,4,49,fair_opening_block_43,Alice_opening_43|Bob_opening_43,262,70,not_measured
