theta,shots_per_bb84_state,total_shots,errors,qber_shots,qber_analytic,seed_simulator
0.0,8192,32768,0,0.0,0.0,2026083001
0.39269908169872414,8192,32768,602,0.01837158203125,0.019030116872178315,2026083001
0.7853981633974483,8192,32768,2385,0.072784423828125,0.0732233047033631,2026083001
1.1780972450961724,8192,32768,5083,0.155120849609375,0.15432914190872754,2026083001
1.5707963267948966,8192,32768,8229,0.251129150390625,0.24999999999999997,2026083001
