attack,accepted,reason,original_raw_record_hex,mutated_raw_record_hex,raw_record_hex,raw_record_sha256,receiver_before,validation_trace,receiver_after
payload_tamper,False,record_mac_invalid,7b22686472223a7b22545f51223a2261363736346138666361623032346332656162336237333330633932303462306237653766343137303961616565336261623461306132646366313662383165222c22646972656374696f6e223a22413242222c22706172616d73223a7b226465636f79735f7065725f73657175656e6365223a342c226c616d6264615f62697473223a6e756c6c2c226d6573736167655f6c656e6774685f62697473223a322c226d6f6465223a226261736963222c226e5f626c6f636b73223a317d2c227265636569766572223a22426f62222c2273656e646572223a22416c696365222c22736571223a302c22736964223a2264373938333833323032623763373931663164623439666261326261616337343164663533323963393435386161663439363865663834366630353435643231222c2274797065223a224449414c4f4755455f43495048455254455854222c22766572223a22494151442d5636227d2c227061796c6f6164223a7b2263697068657274657874223a223030227d2c227265636f72645f6d6163223a2231663936323539626533306135353763663534373738666562643133656532303261613039373966323332653139663662616330666564313364353366353335227d,7b22686472223a7b22545f51223a2261363736346138666361623032346332656162336237333330633932303462306237653766343137303961616565336261623461306132646366313662383165222c22646972656374696f6e223a22413242222c22706172616d73223a7b226465636f79735f7065725f73657175656e6365223a342c226c616d6264615f62697473223a6e756c6c2c226d6573736167655f6c656e6774685f62697473223a322c226d6f6465223a226261736963222c226e5f626c6f636b73223a317d2c227265636569766572223a22426f62222c2273656e646572223a22416c696365222c22736571223a302c22736964223a2264373938333833323032623763373931663164623439666261326261616337343164663533323963393435386161663439363865663834366630353435643231222c2274797065223a224449414c4f4755455f43495048455254455854222c22766572223a22494151442d5636227d2c227061796c6f6164223a7b2263697068657274657874223a226666227d2c227265636f72645f6d6163223a2231663936323539626533306135353763663534373738666562643133656532303261613039373966323332653139663662616330666564313364353366353335227d,7b22686472223a7b22545f51223a2261363736346138666361623032346332656162336237333330633932303462306237653766343137303961616565336261623461306132646366313662383165222c22646972656374696f6e223a22413242222c22706172616d73223a7b226465636f79735f7065725f73657175656e6365223a342c226c616d6264615f62697473223a6e756c6c2c226d6573736167655f6c656e6774685f62697473223a322c226d6f6465223a226261736963222c226e5f626c6f636b73223a317d2c227265636569766572223a22426f62222c2273656e646572223a22416c696365222c22736571223a302c22736964223a2264373938333833323032623763373931663164623439666261326261616337343164663533323963393435386161663439363865663834366630353435643231222c2274797065223a224449414c4f4755455f43495048455254455854222c22766572223a22494151442d5636227d2c227061796c6f6164223a7b2263697068657274657874223a226666227d2c227265636f72645f6d6163223a2231663936323539626533306135353763663534373738666562643133656532303261613039373966323332653139663662616330666564313364353366353335227d,75936b12b9dc641fd40a2ceec55e162c11372c464b13988efc29c50e2586ddf9,"{""accepted_record_ids"": [], ""ciphertext_a"": null, ""ciphertext_b"": null, ""commitments"": {}, ""confirmation_accepted"": false, ""decoy_disclosure_allowed"": false, ""expected_record_type"": ""DIALOGUE_CIPHERTEXT"", ""expected_sequence"": {""A2B"": 0, ""B2A"": 0}, ""final_quantum_transcript_digest"": ""a6764a8fcab024c2eab3b7330c9204b0b7e7f41709aaee3bab4a0a2dcf16b81e"", ""key_references"": [], ""local_identity"": ""Bob"", ""locally_recovered_peer_message"": null, ""logical_erasure"": false, ""next_open_block"": 0, ""opened_blocks"": [], ""params"": {""decoys_per_sequence"": 4, ""lambda_bits"": null, ""message_length_bits"": 2, ""mode"": ""basic"", ""n_blocks"": 1}, ""peer_identity"": ""Alice"", ""phase"": ""TEST_PHASE"", ""policy"": {""bind_direction"": true, ""bind_sid"": true, ""enforce_sequence"": true, ""public_record_hash"": false, ""require_dist_auth"": true, ""require_receipt_ack"": true, ""use_keyed_confirmation"": true, ""use_record_mac"": true}, ""pre_quantum_context_digest"": ""a6764a8fcab024c2eab3b7330c9204b0b7e7f41709aaee3bab4a0a2dcf16b81e"", ""processed_confirmation_records"": [], ""protocol_version"": ""IAQD-V6"", ""receive_direction"": ""A2B"", ""sid"": ""d798383202b7c791f1db49fba2baac741df5329c9458aaf4968ef846f0545d21"", ""terminal_reason"": null, ""terminated"": false, ""verified_mask_bits"": """", ""verified_qrecv"": false, ""verified_qrecv_record_id"": null}","[""parse_raw_bytes"", ""check_version"", ""check_sid"", ""check_identity_and_direction"", ""check_type_sequence_and_phase"", ""check_params_and_T_Q"", ""verify_outer_record_authentication"", ""reject:record_mac_invalid""]","{""accepted_record_ids"": [], ""ciphertext_a"": null, ""ciphertext_b"": null, ""commitments"": {}, ""confirmation_accepted"": false, ""decoy_disclosure_allowed"": false, ""expected_record_type"": ""DIALOGUE_CIPHERTEXT"", ""expected_sequence"": {""A2B"": 0, ""B2A"": 0}, ""final_quantum_transcript_digest"": ""a6764a8fcab024c2eab3b7330c9204b0b7e7f41709aaee3bab4a0a2dcf16b81e"", ""key_references"": [], ""local_identity"": ""Bob"", ""locally_recovered_peer_message"": null, ""logical_erasure"": false, ""next_open_block"": 0, ""opened_blocks"": [], ""params"": {""decoys_per_sequence"": 4, ""lambda_bits"": null, ""message_length_bits"": 2, ""mode"": ""basic"", ""n_blocks"": 1}, ""peer_identity"": ""Alice"", ""phase"": ""TEST_PHASE"", ""policy"": {""bind_direction"": true, ""bind_sid"": true, ""enforce_sequence"": true, ""public_record_hash"": false, ""require_dist_auth"": true, ""require_receipt_ack"": true, ""use_keyed_confirmation"": true, ""use_record_mac"": true}, ""pre_quantum_context_digest"": ""a6764a8fcab024c2eab3b7330c9204b0b7e7f41709aaee3bab4a0a2dcf16b81e"", ""processed_confirmation_records"": [], ""protocol_version"": ""IAQD-V6"", ""receive_direction"": ""A2B"", ""sid"": ""d798383202b7c791f1db49fba2baac741df5329c9458aaf4968ef846f0545d21"", ""terminal_reason"": ""REJECT_AUTH"", ""terminated"": false, ""verified_mask_bits"": """", ""verified_qrecv"": false, ""verified_qrecv_record_id"": null}"
record_mac_tamper,False,record_mac_invalid,7b22686472223a7b22545f51223a2261363736346138666361623032346332656162336237333330633932303462306237653766343137303961616565336261623461306132646366313662383165222c22646972656374696f6e223a22413242222c22706172616d73223a7b226465636f79735f7065725f73657175656e6365223a342c226c616d6264615f62697473223a6e756c6c2c226d6573736167655f6c656e6774685f62697473223a322c226d6f6465223a226261736963222c226e5f626c6f636b73223a317d2c227265636569766572223a22426f62222c2273656e646572223a22416c696365222c22736571223a302c22736964223a2264373938333833323032623763373931663164623439666261326261616337343164663533323963393435386161663439363865663834366630353435643231222c2274797065223a224449414c4f4755455f43495048455254455854222c22766572223a22494151442d5636227d2c227061796c6f6164223a7b2263697068657274657874223a223030227d2c227265636f72645f6d6163223a2231663936323539626533306135353763663534373738666562643133656532303261613039373966323332653139663662616330666564313364353366353335227d,7b22686472223a7b22545f51223a2261363736346138666361623032346332656162336237333330633932303462306237653766343137303961616565336261623461306132646366313662383165222c22646972656374696f6e223a22413242222c22706172616d73223a7b226465636f79735f7065725f73657175656e6365223a342c226c616d6264615f62697473223a6e756c6c2c226d6573736167655f6c656e6774685f62697473223a322c226d6f6465223a226261736963222c226e5f626c6f636b73223a317d2c227265636569766572223a22426f62222c2273656e646572223a22416c696365222c22736571223a302c22736964223a2264373938333833323032623763373931663164623439666261326261616337343164663533323963393435386161663439363865663834366630353435643231222c2274797065223a224449414c4f4755455f43495048455254455854222c22766572223a22494151442d5636227d2c227061796c6f6164223a7b2263697068657274657874223a223030227d2c227265636f72645f6d6163223a2230303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030227d,7b22686472223a7b22545f51223a2261363736346138666361623032346332656162336237333330633932303462306237653766343137303961616565336261623461306132646366313662383165222c22646972656374696f6e223a22413242222c22706172616d73223a7b226465636f79735f7065725f73657175656e6365223a342c226c616d6264615f62697473223a6e756c6c2c226d6573736167655f6c656e6774685f62697473223a322c226d6f6465223a226261736963222c226e5f626c6f636b73223a317d2c227265636569766572223a22426f62222c2273656e646572223a22416c696365222c22736571223a302c22736964223a2264373938333833323032623763373931663164623439666261326261616337343164663533323963393435386161663439363865663834366630353435643231222c2274797065223a224449414c4f4755455f43495048455254455854222c22766572223a22494151442d5636227d2c227061796c6f6164223a7b2263697068657274657874223a223030227d2c227265636f72645f6d6163223a2230303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030227d,664f99d6635e6ccf836a88c754402613309680009ef686549784bc3cae24463e,"{""accepted_record_ids"": [], ""ciphertext_a"": null, ""ciphertext_b"": null, ""commitments"": {}, ""confirmation_accepted"": false, ""decoy_disclosure_allowed"": false, ""expected_record_type"": ""DIALOGUE_CIPHERTEXT"", ""expected_sequence"": {""A2B"": 0, ""B2A"": 0}, ""final_quantum_transcript_digest"": ""a6764a8fcab024c2eab3b7330c9204b0b7e7f41709aaee3bab4a0a2dcf16b81e"", ""key_references"": [], ""local_identity"": ""Bob"", ""locally_recovered_peer_message"": null, ""logical_erasure"": false, ""next_open_block"": 0, ""opened_blocks"": [], ""params"": {""decoys_per_sequence"": 4, ""lambda_bits"": null, ""message_length_bits"": 2, ""mode"": ""basic"", ""n_blocks"": 1}, ""peer_identity"": ""Alice"", ""phase"": ""TEST_PHASE"", ""policy"": {""bind_direction"": true, ""bind_sid"": true, ""enforce_sequence"": true, ""public_record_hash"": false, ""require_dist_auth"": true, ""require_receipt_ack"": true, ""use_keyed_confirmation"": true, ""use_record_mac"": true}, ""pre_quantum_context_digest"": ""a6764a8fcab024c2eab3b7330c9204b0b7e7f41709aaee3bab4a0a2dcf16b81e"", ""processed_confirmation_records"": [], ""protocol_version"": ""IAQD-V6"", ""receive_direction"": ""A2B"", ""sid"": ""d798383202b7c791f1db49fba2baac741df5329c9458aaf4968ef846f0545d21"", ""terminal_reason"": null, ""terminated"": false, ""verified_mask_bits"": """", ""verified_qrecv"": false, ""verified_qrecv_record_id"": null}","[""parse_raw_bytes"", ""check_version"", ""check_sid"", ""check_identity_and_direction"", ""check_type_sequence_and_phase"", ""check_params_and_T_Q"", ""verify_outer_record_authentication"", ""reject:record_mac_invalid""]","{""accepted_record_ids"": [], ""ciphertext_a"": null, ""ciphertext_b"": null, ""commitments"": {}, ""confirmation_accepted"": false, ""decoy_disclosure_allowed"": false, ""expected_record_type"": ""DIALOGUE_CIPHERTEXT"", ""expected_sequence"": {""A2B"": 0, ""B2A"": 0}, ""final_quantum_transcript_digest"": ""a6764a8fcab024c2eab3b7330c9204b0b7e7f41709aaee3bab4a0a2dcf16b81e"", ""key_references"": [], ""local_identity"": ""Bob"", ""locally_recovered_peer_message"": null, ""logical_erasure"": false, ""next_open_block"": 0, ""opened_blocks"": [], ""params"": {""decoys_per_sequence"": 4, ""lambda_bits"": null, ""message_length_bits"": 2, ""mode"": ""basic"", ""n_blocks"": 1}, ""peer_identity"": ""Alice"", ""phase"": ""TEST_PHASE"", ""policy"": {""bind_direction"": true, ""bind_sid"": true, ""enforce_sequence"": true, ""public_record_hash"": false, ""require_dist_auth"": true, ""require_receipt_ack"": true, ""use_keyed_confirmation"": true, ""use_record_mac"": true}, ""pre_quantum_context_digest"": ""a6764a8fcab024c2eab3b7330c9204b0b7e7f41709aaee3bab4a0a2dcf16b81e"", ""processed_confirmation_records"": [], ""protocol_version"": ""IAQD-V6"", ""receive_direction"": ""A2B"", ""sid"": ""d798383202b7c791f1db49fba2baac741df5329c9458aaf4968ef846f0545d21"", ""terminal_reason"": ""REJECT_AUTH"", ""terminated"": false, ""verified_mask_bits"": """", ""verified_qrecv"": false, ""verified_qrecv_record_id"": null}"
protocol_version_replacement,False,version_mismatch,7b22686472223a7b22545f51223a2261363736346138666361623032346332656162336237333330633932303462306237653766343137303961616565336261623461306132646366313662383165222c22646972656374696f6e223a22413242222c22706172616d73223a7b226465636f79735f7065725f73657175656e6365223a342c226c616d6264615f62697473223a6e756c6c2c226d6573736167655f6c656e6774685f62697473223a322c226d6f6465223a226261736963222c226e5f626c6f636b73223a317d2c227265636569766572223a22426f62222c2273656e646572223a22416c696365222c22736571223a302c22736964223a2264373938333833323032623763373931663164623439666261326261616337343164663533323963393435386161663439363865663834366630353435643231222c2274797065223a224449414c4f4755455f43495048455254455854222c22766572223a22494151442d5636227d2c227061796c6f6164223a7b2263697068657274657874223a223030227d2c227265636f72645f6d6163223a2231663936323539626533306135353763663534373738666562643133656532303261613039373966323332653139663662616330666564313364353366353335227d,7b22686472223a7b22545f51223a2261363736346138666361623032346332656162336237333330633932303462306237653766343137303961616565336261623461306132646366313662383165222c22646972656374696f6e223a22413242222c22706172616d73223a7b226465636f79735f7065725f73657175656e6365223a342c226c616d6264615f62697473223a6e756c6c2c226d6573736167655f6c656e6774685f62697473223a322c226d6f6465223a226261736963222c226e5f626c6f636b73223a317d2c227265636569766572223a22426f62222c2273656e646572223a22416c696365222c22736571223a302c22736964223a2264373938333833323032623763373931663164623439666261326261616337343164663533323963393435386161663439363865663834366630353435643231222c2274797065223a224449414c4f4755455f43495048455254455854222c22766572223a22494151442d5630227d2c227061796c6f6164223a7b2263697068657274657874223a223030227d2c227265636f72645f6d6163223a2231663936323539626533306135353763663534373738666562643133656532303261613039373966323332653139663662616330666564313364353366353335227d,7b22686472223a7b22545f51223a2261363736346138666361623032346332656162336237333330633932303462306237653766343137303961616565336261623461306132646366313662383165222c22646972656374696f6e223a22413242222c22706172616d73223a7b226465636f79735f7065725f73657175656e6365223a342c226c616d6264615f62697473223a6e756c6c2c226d6573736167655f6c656e6774685f62697473223a322c226d6f6465223a226261736963222c226e5f626c6f636b73223a317d2c227265636569766572223a22426f62222c2273656e646572223a22416c696365222c22736571223a302c22736964223a2264373938333833323032623763373931663164623439666261326261616337343164663533323963393435386161663439363865663834366630353435643231222c2274797065223a224449414c4f4755455f43495048455254455854222c22766572223a22494151442d5630227d2c227061796c6f6164223a7b2263697068657274657874223a223030227d2c227265636f72645f6d6163223a2231663936323539626533306135353763663534373738666562643133656532303261613039373966323332653139663662616330666564313364353366353335227d,ae39e56eeada858cea46eb8e6b8f817d32cce2b3a933f89b15c9100c4364d73b,"{""accepted_record_ids"": [], ""ciphertext_a"": null, ""ciphertext_b"": null, ""commitments"": {}, ""confirmation_accepted"": false, ""decoy_disclosure_allowed"": false, ""expected_record_type"": ""DIALOGUE_CIPHERTEXT"", ""expected_sequence"": {""A2B"": 0, ""B2A"": 0}, ""final_quantum_transcript_digest"": ""a6764a8fcab024c2eab3b7330c9204b0b7e7f41709aaee3bab4a0a2dcf16b81e"", ""key_references"": [], ""local_identity"": ""Bob"", ""locally_recovered_peer_message"": null, ""logical_erasure"": false, ""next_open_block"": 0, ""opened_blocks"": [], ""params"": {""decoys_per_sequence"": 4, ""lambda_bits"": null, ""message_length_bits"": 2, ""mode"": ""basic"", ""n_blocks"": 1}, ""peer_identity"": ""Alice"", ""phase"": ""TEST_PHASE"", ""policy"": {""bind_direction"": true, ""bind_sid"": true, ""enforce_sequence"": true, ""public_record_hash"": false, ""require_dist_auth"": true, ""require_receipt_ack"": true, ""use_keyed_confirmation"": true, ""use_record_mac"": true}, ""pre_quantum_context_digest"": ""a6764a8fcab024c2eab3b7330c9204b0b7e7f41709aaee3bab4a0a2dcf16b81e"", ""processed_confirmation_records"": [], ""protocol_version"": ""IAQD-V6"", ""receive_direction"": ""A2B"", ""sid"": ""d798383202b7c791f1db49fba2baac741df5329c9458aaf4968ef846f0545d21"", ""terminal_reason"": null, ""terminated"": false, ""verified_mask_bits"": """", ""verified_qrecv"": false, ""verified_qrecv_record_id"": null}","[""parse_raw_bytes"", ""check_version"", ""reject:version_mismatch""]","{""accepted_record_ids"": [], ""ciphertext_a"": null, ""ciphertext_b"": null, ""commitments"": {}, ""confirmation_accepted"": false, ""decoy_disclosure_allowed"": false, ""expected_record_type"": ""DIALOGUE_CIPHERTEXT"", ""expected_sequence"": {""A2B"": 0, ""B2A"": 0}, ""final_quantum_transcript_digest"": ""a6764a8fcab024c2eab3b7330c9204b0b7e7f41709aaee3bab4a0a2dcf16b81e"", ""key_references"": [], ""local_identity"": ""Bob"", ""locally_recovered_peer_message"": null, ""logical_erasure"": false, ""next_open_block"": 0, ""opened_blocks"": [], ""params"": {""decoys_per_sequence"": 4, ""lambda_bits"": null, ""message_length_bits"": 2, ""mode"": ""basic"", ""n_blocks"": 1}, ""peer_identity"": ""Alice"", ""phase"": ""TEST_PHASE"", ""policy"": {""bind_direction"": true, ""bind_sid"": true, ""enforce_sequence"": true, ""public_record_hash"": false, ""require_dist_auth"": true, ""require_receipt_ack"": true, ""use_keyed_confirmation"": true, ""use_record_mac"": true}, ""pre_quantum_context_digest"": ""a6764a8fcab024c2eab3b7330c9204b0b7e7f41709aaee3bab4a0a2dcf16b81e"", ""processed_confirmation_records"": [], ""protocol_version"": ""IAQD-V6"", ""receive_direction"": ""A2B"", ""sid"": ""d798383202b7c791f1db49fba2baac741df5329c9458aaf4968ef846f0545d21"", ""terminal_reason"": ""REJECT_AUTH"", ""terminated"": false, ""verified_mask_bits"": """", ""verified_qrecv"": false, ""verified_qrecv_record_id"": null}"
sid_replacement,False,sid_mismatch,7b22686472223a7b22545f51223a2261363736346138666361623032346332656162336237333330633932303462306237653766343137303961616565336261623461306132646366313662383165222c22646972656374696f6e223a22413242222c22706172616d73223a7b226465636f79735f7065725f73657175656e6365223a342c226c616d6264615f62697473223a6e756c6c2c226d6573736167655f6c656e6774685f62697473223a322c226d6f6465223a226261736963222c226e5f626c6f636b73223a317d2c227265636569766572223a22426f62222c2273656e646572223a22416c696365222c22736571223a302c22736964223a2264373938333833323032623763373931663164623439666261326261616337343164663533323963393435386161663439363865663834366630353435643231222c2274797065223a224449414c4f4755455f43495048455254455854222c22766572223a22494151442d5636227d2c227061796c6f6164223a7b2263697068657274657874223a223030227d2c227265636f72645f6d6163223a2231663936323539626533306135353763663534373738666562643133656532303261613039373966323332653139663662616330666564313364353366353335227d,7b22686472223a7b22545f51223a2261363736346138666361623032346332656162336237333330633932303462306237653766343137303961616565336261623461306132646366313662383165222c22646972656374696f6e223a22413242222c22706172616d73223a7b226465636f79735f7065725f73657175656e6365223a342c226c616d6264615f62697473223a6e756c6c2c226d6573736167655f6c656e6774685f62697473223a322c226d6f6465223a226261736963222c226e5f626c6f636b73223a317d2c227265636569766572223a22426f62222c2273656e646572223a22416c696365222c22736571223a302c22736964223a2264393239386131306431623037333538333764633462643835646163363431623066336365663237613437653564353361353466326633663562326663666661222c2274797065223a224449414c4f4755455f43495048455254455854222c22766572223a22494151442d5636227d2c227061796c6f6164223a7b2263697068657274657874223a223030227d2c227265636f72645f6d6163223a2231663936323539626533306135353763663534373738666562643133656532303261613039373966323332653139663662616330666564313364353366353335227d,7b22686472223a7b22545f51223a2261363736346138666361623032346332656162336237333330633932303462306237653766343137303961616565336261623461306132646366313662383165222c22646972656374696f6e223a22413242222c22706172616d73223a7b226465636f79735f7065725f73657175656e6365223a342c226c616d6264615f62697473223a6e756c6c2c226d6573736167655f6c656e6774685f62697473223a322c226d6f6465223a226261736963222c226e5f626c6f636b73223a317d2c227265636569766572223a22426f62222c2273656e646572223a22416c696365222c22736571223a302c22736964223a2264393239386131306431623037333538333764633462643835646163363431623066336365663237613437653564353361353466326633663562326663666661222c2274797065223a224449414c4f4755455f43495048455254455854222c22766572223a22494151442d5636227d2c227061796c6f6164223a7b2263697068657274657874223a223030227d2c227265636f72645f6d6163223a2231663936323539626533306135353763663534373738666562643133656532303261613039373966323332653139663662616330666564313364353366353335227d,2fed89a97128f8530827fbe5b026f2c10eb918d6a9a5b80e1c9cddf1d424693c,"{""accepted_record_ids"": [], ""ciphertext_a"": null, ""ciphertext_b"": null, ""commitments"": {}, ""confirmation_accepted"": false, ""decoy_disclosure_allowed"": false, ""expected_record_type"": ""DIALOGUE_CIPHERTEXT"", ""expected_sequence"": {""A2B"": 0, ""B2A"": 0}, ""final_quantum_transcript_digest"": ""a6764a8fcab024c2eab3b7330c9204b0b7e7f41709aaee3bab4a0a2dcf16b81e"", ""key_references"": [], ""local_identity"": ""Bob"", ""locally_recovered_peer_message"": null, ""logical_erasure"": false, ""next_open_block"": 0, ""opened_blocks"": [], ""params"": {""decoys_per_sequence"": 4, ""lambda_bits"": null, ""message_length_bits"": 2, ""mode"": ""basic"", ""n_blocks"": 1}, ""peer_identity"": ""Alice"", ""phase"": ""TEST_PHASE"", ""policy"": {""bind_direction"": true, ""bind_sid"": true, ""enforce_sequence"": true, ""public_record_hash"": false, ""require_dist_auth"": true, ""require_receipt_ack"": true, ""use_keyed_confirmation"": true, ""use_record_mac"": true}, ""pre_quantum_context_digest"": ""a6764a8fcab024c2eab3b7330c9204b0b7e7f41709aaee3bab4a0a2dcf16b81e"", ""processed_confirmation_records"": [], ""protocol_version"": ""IAQD-V6"", ""receive_direction"": ""A2B"", ""sid"": ""d798383202b7c791f1db49fba2baac741df5329c9458aaf4968ef846f0545d21"", ""terminal_reason"": null, ""terminated"": false, ""verified_mask_bits"": """", ""verified_qrecv"": false, ""verified_qrecv_record_id"": null}","[""parse_raw_bytes"", ""check_version"", ""check_sid"", ""reject:sid_mismatch""]","{""accepted_record_ids"": [], ""ciphertext_a"": null, ""ciphertext_b"": null, ""commitments"": {}, ""confirmation_accepted"": false, ""decoy_disclosure_allowed"": false, ""expected_record_type"": ""DIALOGUE_CIPHERTEXT"", ""expected_sequence"": {""A2B"": 0, ""B2A"": 0}, ""final_quantum_transcript_digest"": ""a6764a8fcab024c2eab3b7330c9204b0b7e7f41709aaee3bab4a0a2dcf16b81e"", ""key_references"": [], ""local_identity"": ""Bob"", ""locally_recovered_peer_message"": null, ""logical_erasure"": false, ""next_open_block"": 0, ""opened_blocks"": [], ""params"": {""decoys_per_sequence"": 4, ""lambda_bits"": null, ""message_length_bits"": 2, ""mode"": ""basic"", ""n_blocks"": 1}, ""peer_identity"": ""Alice"", ""phase"": ""TEST_PHASE"", ""policy"": {""bind_direction"": true, ""bind_sid"": true, ""enforce_sequence"": true, ""public_record_hash"": false, ""require_dist_auth"": true, ""require_receipt_ack"": true, ""use_keyed_confirmation"": true, ""use_record_mac"": true}, ""pre_quantum_context_digest"": ""a6764a8fcab024c2eab3b7330c9204b0b7e7f41709aaee3bab4a0a2dcf16b81e"", ""processed_confirmation_records"": [], ""protocol_version"": ""IAQD-V6"", ""receive_direction"": ""A2B"", ""sid"": ""d798383202b7c791f1db49fba2baac741df5329c9458aaf4968ef846f0545d21"", ""terminal_reason"": ""REJECT_AUTH"", ""terminated"": false, ""verified_mask_bits"": """", ""verified_qrecv"": false, ""verified_qrecv_record_id"": null}"
